customerID,AvgDataUsage_GB,NumCalls,TVPackage,TechSupport
C4812,15.9,44,Yes,No
C2290,100.8,46,Yes,Yes
C4351,32.6,38,Yes,No
C5123,96.9,45,No,
C0998,25.9,42,No,No
C2369,30.2,48,Yes,No
C4930,77.2,46,Yes,Yes
C4318,35.2,32,No,No
C0135,6.6,34,No,No
C0811,79.5,48,No,No
C2291,52.5,47,Yes,Yes
C5359,7.8,50,No,
C4304,16.8,38,Yes,No
C3899,59.3,45,No,No
C4121,3.3,51,No,No
C0511,8.0,44,Yes,No
C3847,39.1,34,Yes,Yes
C4755,,39,Yes,No
C1597,,32,Yes,No
C4758,,47,Yes,Yes
C4875,616.8,34,Yes,No
C4470,67.5,36,No,Yes
C3895,,27,No,Yes
C5340,13.5,41,Yes,Yes
C4562,57.2,33,No,No
C4560,37.7,53,Yes,No
C0124,,39,Yes,No
C5165,55.3,48,Yes,Yes
C3640,14.4,48,Yes,Yes
C0982,79.1,40,Yes,Yes
C3365,68.7,40,No,Yes
C3601,28.3,34,Yes,No
C4567,45.2,40,Yes,No
C2503,,38,No,No
C2491,13.4,32,No,No
C2835,34.3,32,No,Yes
C4405,72.7,47,No,No
C1111,16.1,39,No,No
C0198,19.9,42,Yes,Yes
C1959,4.3,43,No,No
C2741,26.7,37,No,No
C1698,36.9,49,Yes,Yes
C2798,78.6,44,Yes,Yes
C2595,40.4,41,No,No
C3151,68.3,33,No,No
C5168,21.0,40,No,No
C4725,35.5,46,Yes,Yes
C4689,37.4,44,Yes,No
C3664,53.1,44,No,No
C2789,28.6,39,No,Yes
C2320,117.4,42,Yes,Yes
C5442,21.2,44,No,Yes
C4935,45.5,34,No,No
C0247,68.1,45,Yes,No
C0353,31.3,41,Yes,Yes
C3615,42.5,29,Yes,Yes
C1615,50.1,29,Yes,Yes
C2306,79.0,36,Yes,No
C2917,55.1,46,No,No
C4239,68.5,47,No,Yes
C1367,78.8,39,No,Yes
C5423,,44,No,Yes
C4210,33.9,44,Yes,Yes
C1649,63.2,40,Yes,No
C3512,16.7,44,Yes,Yes
C2919,13.4,36,Yes,Yes
C1133,44.3,44,Yes,No
C2754,12.1,48,Yes,
C1507,38.1,34,No,No
C0662,18.5,41,No,No
C4951,21.0,38,Yes,No
C1175,54.0,46,Yes,Yes
C2410,21.3,41,No,Yes
C2801,27.3,41,No,No
C4385,62.1,36,Yes,No
C4593,20.9,40,No,No
C3744,29.8,35,Yes,No
C1413,7.3,41,No,No
C0520,22.1,53,No,Yes
C2753,156.2,34,Yes,Yes
C3081,69.3,40,Yes,Yes
C0902,87.5,39,Yes,No
C5282,8.1,42,Yes,
C0483,25.6,46,Yes,No
C5375,19.4,39,No,
C3259,47.5,44,Yes,No
C5235,1.3,40,Yes,No
C3498,39.9,41,No,No
C4088,35.6,39,No,Yes
C0132,21.8,37,Yes,No
C1846,808.6,46,Yes,No
C4589,117.7,33,No,No
C0108,7.3,35,No,Yes
C2569,51.7,36,Yes,No
C5272,24.3,46,Yes,No
C4622,56.6,42,Yes,No
C3206,40.9,40,No,Yes
C0805,9.1,39,No,No
C1772,22.4,27,No,No
C0349,65.4,50,Yes,Yes
C3990,8.7,45,No,Yes
C2544,27.5,54,No,No
C1158,11.4,41,No,No
C0543,45.0,44,No,No
C1779,55.4,41,Yes,No
C1176,48.3,29,No,
C3386,4.9,36,Yes,No
C3235,29.8,38,No,No
C2747,42.5,35,No,Yes
C5368,22.8,40,No,No
C2714,24.7,45,No,Yes
C1756,81.5,32,No,No
C0136,51.2,40,Yes,No
C4471,16.7,31,No,No
C2638,79.8,47,No,
C4607,28.0,31,No,Yes
C5242,14.8,42,Yes,Yes
C2934,52.0,46,No,No
C3698,75.3,45,No,Yes
C1803,14.4,29,Yes,
C1576,56.8,44,No,No
C1729,39.8,42,No,No
C2313,27.4,29,No,Yes
C3542,23.2,32,No,No
C4584,38.6,39,Yes,
C2751,37.0,42,No,No
C1855,91.4,41,No,No
C2961,39.5,32,Yes,No
C2594,67.9,42,No,No
C3986,18.4,36,Yes,Yes
C4768,107.3,27,Yes,Yes
C3828,63.1,30,Yes,Yes
C4894,39.0,47,Yes,Yes
C0515,56.4,43,Yes,No
C5190,39.2,53,No,Yes
C0122,92.6,42,Yes,Yes
C4677,38.7,49,Yes,No
C4581,62.0,37,Yes,No
C0013,68.9,38,No,No
C4090,,39,No,No
C1763,3.4,36,Yes,Yes
C3207,16.2,42,Yes,Yes
C0974,61.7,36,Yes,Yes
C4511,,43,Yes,Yes
C3927,29.5,46,Yes,No
C3213,33.7,36,No,No
C3359,17.4,54,No,No
C4482,32.5,49,No,No
C1570,32.1,46,Yes,No
C4152,28.7,44,Yes,No
C4167,65.2,53,No,No
C3218,41.3,41,Yes,Yes
C0223,69.0,46,Yes,No
C2180,43.1,40,Yes,No
C4122,11.4,37,Yes,Yes
C4793,27.9,37,No,No
C3096,,42,No,No
C0800,16.6,43,Yes,No
C4448,27.9,33,No,No
C1029,42.9,31,No,No
C3875,47.8,35,No,Yes
C0396,6.0,39,Yes,No
C4490,,37,Yes,No
C5211,18.1,38,No,
C2065,3.7,48,No,No
C4244,102.1,39,No,No
C0602,30.9,31,No,No
C3442,27.7,37,Yes,No
C5095,63.4,46,Yes,No
C1411,63.3,38,No,No
C0915,15.6,33,Yes,No
C1822,37.8,52,Yes,No
C2882,34.4,37,No,Yes
C5028,168.3,34,No,No
C1438,15.4,58,No,No
C1927,29.8,40,Yes,No
C3920,26.5,47,No,No
C0048,523.9,37,Yes,No
C5130,2.7,38,Yes,No
C3866,48.1,32,Yes,No
C0834,6.4,40,No,No
C3748,16.5,41,Yes,No
C5136,69.1,32,No,No
C4563,33.9,43,No,No
C3600,38.0,37,Yes,Yes
C2653,57.8,37,No,Yes
C5133,61.9,38,No,Yes
C2481,99.0,47,No,No
C4358,25.9,47,Yes,No
C2434,44.0,34,No,No
C0075,46.0,38,No,Yes
C0774,37.8,33,No,Yes
C3811,28.6,35,Yes,No
C0733,28.1,39,Yes,No
C3756,3.8,35,No,No
C4155,44.0,39,No,Yes
C5075,717.9,36,Yes,Yes
C3411,43.9,39,Yes,No
C0318,27.6,50,Yes,No
C0456,63.3,37,No,No
C4561,20.3,44,No,Yes
C0432,46.0,49,Yes,No
C1048,30.9,42,No,
C0551,30.3,36,No,No
C2140,54.7,38,Yes,No
C1716,15.1,36,No,No
C5416,23.2,36,Yes,No
C1876,2.8,38,Yes,Yes
C1629,,39,Yes,Yes
C3005,31.5,51,No,No
C0025,51.0,30,No,No
C4655,99.8,47,No,
C0897,25.5,38,Yes,Yes
C4272,29.1,40,No,No
C5124,8.8,48,Yes,Yes
C0491,67.8,40,Yes,No
C0782,29.4,39,No,Yes
C0570,,36,Yes,No
C0050,29.8,32,Yes,No
C3812,16.7,58,Yes,No
C2329,18.2,40,No,No
C3457,32.3,45,No,No
C0066,7.1,31,Yes,No
C4502,9.9,42,Yes,No
C3340,11.7,35,Yes,No
C1491,21.0,42,No,Yes
C0364,30.5,46,No,Yes
C2049,42.8,32,No,No
C1148,52.1,44,No,No
C2883,2.8,41,No,
C1039,,32,Yes,No
C2570,3.6,44,No,No
C0302,44.0,38,Yes,No
C4233,49.0,41,Yes,Yes
C5008,18.1,43,No,No
C3301,33.6,42,No,No
C1781,168.0,26,Yes,No
C2262,,34,No,
C2668,42.0,48,No,No
C4569,105.3,37,No,Yes
C0448,39.6,50,No,No
C3229,28.9,49,No,Yes
C1665,72.6,40,Yes,No
C2805,31.7,47,No,No
C2532,71.8,36,Yes,No
C2974,45.6,32,Yes,No
C5207,18.4,39,Yes,No
C1281,14.9,37,Yes,No
C4905,,42,Yes,Yes
C5189,70.8,42,No,No
C0085,14.5,42,Yes,No
C1421,41.2,45,Yes,No
C1606,30.3,38,No,Yes
C1316,28.8,44,Yes,No
C0590,15.3,44,Yes,Yes
C1244,20.6,41,No,No
C5354,25.7,30,Yes,No
C2604,84.1,43,No,No
C5360,27.1,38,Yes,Yes
C3143,38.2,46,No,Yes
C2111,57.9,53,No,Yes
C2063,33.5,35,No,No
C2923,76.9,44,No,Yes
C2155,38.5,37,Yes,No
C1435,22.7,37,No,No
C2605,46.3,35,No,No
C2089,49.5,33,No,No
C1487,39.3,45,No,No
C0862,2.0,40,No,Yes
C5230,32.0,35,Yes,Yes
C5265,44.8,37,No,No
C1247,40.7,40,No,Yes
C1400,43.5,40,Yes,Yes
C1447,7.7,27,No,Yes
C3425,38.1,36,Yes,Yes
C4303,20.0,56,Yes,
C2626,14.0,31,Yes,No
C1391,8.7,42,No,Yes
C0103,,46,No,Yes
C4412,,29,Yes,Yes
C2816,29.3,48,Yes,
C1626,14.2,39,Yes,Yes
C3187,17.9,40,No,No
C4585,105.2,39,No,No
C3180,35.5,45,Yes,No
C4011,53.3,37,No,No
C3464,56.7,48,No,Yes
C0334,23.8,49,Yes,Yes
C4166,,29,No,No
C4270,50.4,41,Yes,No
C2235,37.8,45,No,Yes
C3589,119.4,47,Yes,No
C1651,1.5,34,Yes,
C4987,,35,No,No
C0522,,51,No,No
C4595,7.1,34,Yes,No
C4070,90.6,44,No,No
C4526,66.8,42,Yes,No
C4495,139.4,42,Yes,No
C4255,74.1,34,No,
C3025,74.8,40,No,Yes
C4230,18.4,31,No,No
C2556,77.7,38,Yes,No
C4579,40.9,41,No,Yes
C3863,29.6,48,No,Yes
C2885,,28,Yes,
C2109,,38,Yes,No
C3335,28.3,41,Yes,Yes
C0529,6.8,40,No,No
C0077,2.6,40,Yes,No
C3743,20.4,44,No,No
C1449,53.8,38,No,Yes
C2903,37.0,51,No,
C3765,70.8,44,No,No
C1272,129.9,39,No,No
C3839,25.7,41,No,No
C3961,43.9,37,Yes,No
C4080,40.7,39,Yes,No
C1122,52.4,45,Yes,No
C0856,16.8,38,Yes,Yes
C0410,27.2,47,No,No
C1037,17.9,37,Yes,Yes
C3199,54.9,47,No,Yes
C5161,30.3,37,No,No
C1324,19.3,47,No,Yes
C1215,35.9,38,No,Yes
C3628,79.4,51,No,No
C1325,63.6,51,Yes,Yes
C0258,19.0,38,Yes,No
C5285,16.7,38,No,No
C1221,45.0,42,Yes,Yes
C1573,10.3,47,No,Yes
C1381,25.2,45,No,No
C1523,74.1,38,Yes,No
C0823,80.7,42,No,Yes
C1889,102.0,41,Yes,No
C2068,46.4,48,No,No
C4867,9.7,38,No,No
C3582,,39,No,No
C3225,32.5,53,Yes,
C0793,38.8,43,No,No
C5407,828.8,39,No,Yes
C2107,23.6,36,No,No
C3691,58.7,38,Yes,No
C1860,24.1,41,Yes,No
C2460,76.1,39,Yes,No
C0065,27.6,48,Yes,No
C1529,17.9,40,No,No
C4718,19.1,44,No,
C3862,,35,Yes,No
C2849,,48,Yes,No
C2852,5.2,34,No,No
C3848,7.3,38,Yes,Yes
C2025,60.2,28,No,No
C0566,,41,No,No
C2406,76.4,43,No,No
C0120,138.6,45,Yes,No
C3295,21.2,39,Yes,Yes
C1829,21.3,32,No,Yes
C1967,43.6,27,No,No
C3471,30.8,35,Yes,No
C3650,,32,Yes,No
C5384,38.1,50,Yes,Yes
C1608,41.6,41,No,Yes
C3524,17.3,41,Yes,No
C4247,,44,No,No
C3630,42.6,43,Yes,
C4974,,38,Yes,No
C1616,40.5,45,Yes,No
C0109,2.2,40,No,No
C2834,63.5,34,No,Yes
C3148,56.4,28,Yes,No
C2166,58.7,43,No,No
C5436,63.8,45,No,
C2043,64.0,37,Yes,Yes
C4775,,40,No,
C2947,,51,Yes,No
C0024,18.2,40,Yes,Yes
C0996,77.8,45,No,Yes
C0905,22.4,31,Yes,No
C1676,35.1,39,Yes,Yes
C4420,10.4,45,No,No
C3021,26.7,41,No,No
C5417,50.8,31,Yes,No
C3580,,34,No,Yes
C5006,44.4,35,Yes,No
C4174,7.0,44,No,No
C1749,27.8,51,No,No
C5067,21.4,37,Yes,No
C0534,38.0,42,Yes,No
C2497,66.4,36,Yes,No
C0489,4.9,52,No,Yes
C1137,8.8,38,Yes,Yes
C2999,28.0,46,No,No
C5119,24.1,45,No,Yes
C1414,25.3,36,Yes,No
C1058,19.1,46,Yes,Yes
C2468,15.1,36,No,No
C5066,69.0,38,Yes,Yes
C5204,31.8,43,No,No
C1960,25.0,43,Yes,No
C2036,35.1,39,Yes,
C0017,52.0,39,Yes,No
C3138,30.3,41,Yes,Yes
C0920,55.1,35,Yes,No
C0054,22.6,40,No,Yes
C0767,50.6,47,No,No
C4723,,38,Yes,Yes
C1232,,38,No,
C4306,,42,No,No
C3627,35.4,46,No,No
C4570,21.3,45,No,No
C1595,64.9,37,No,Yes
C3358,26.0,32,No,Yes
C5379,28.3,36,No,
C2085,,40,No,No
C3403,28.6,37,No,No
C0498,47.4,39,No,No
C2018,37.3,46,Yes,Yes
C3088,4.5,40,No,Yes
C3251,28.8,35,Yes,Yes
C3526,9.4,35,No,No
C0291,10.1,29,No,Yes
C4652,42.7,51,Yes,Yes
C1765,77.5,39,No,No
C0373,41.8,41,Yes,No
C4825,58.8,39,No,Yes
C0413,81.6,43,No,Yes
C1365,47.7,35,Yes,No
C2761,34.5,38,Yes,Yes
C0908,,38,No,No
C4044,18.6,28,No,Yes
C0105,8.1,27,No,Yes
C3287,26.2,38,Yes,Yes
C2120,58.9,43,No,No
C3017,28.8,49,No,Yes
C5237,106.1,41,Yes,No
C0392,44.5,39,No,Yes
C2841,,43,Yes,Yes
C4587,50.9,58,No,No
C0141,,46,No,No
C0999,37.3,31,No,Yes
C0975,47.3,39,Yes,No
C0555,,34,No,No
C2388,42.2,28,No,Yes
C0806,10.5,36,Yes,No
C1405,4.7,39,Yes,No
C4648,23.4,27,No,Yes
C4205,39.5,37,Yes,No
C4672,27.3,48,Yes,No
C3271,44.0,35,Yes,No
C5325,23.9,48,Yes,No
C2607,37.2,42,Yes,No
C3500,22.2,32,No,No
C5225,14.4,35,Yes,Yes
C1770,24.6,42,No,No
C2334,35.9,43,No,Yes
C5129,104.5,42,Yes,Yes
C4641,28.6,41,Yes,No
C4250,,34,No,No
C1139,40.4,37,No,Yes
C4537,88.5,41,No,No
C1630,43.6,36,Yes,Yes
C3670,10.3,42,Yes,No
C5364,34.6,42,Yes,No
C0727,3.2,34,No,Yes
C2823,66.3,42,No,No
C1475,,39,Yes,No
C0239,13.7,44,No,No
C5411,21.5,42,No,Yes
C0390,19.2,43,Yes,No
C1286,34.8,43,Yes,No
C2887,14.8,40,No,Yes
C0226,,46,Yes,Yes
C2441,54.4,48,Yes,No
C0051,45.2,39,No,No
C0712,5.6,50,No,No
C2926,3.2,41,No,No
C3738,27.4,40,No,No
C4789,53.7,31,No,No
C2249,36.7,45,Yes,No
C5102,56.8,34,Yes,No
C1985,12.8,35,Yes,No
C3596,8.6,38,No,No
C3103,29.4,36,No,Yes
C4054,36.5,41,Yes,Yes
C2495,41.7,44,Yes,No
C4258,0.7,41,Yes,No
C4736,21.4,44,No,No
C1423,37.7,45,No,No
C0936,10.6,37,No,Yes
C0611,68.0,35,Yes,Yes
C4656,,41,No,No
C1817,10.9,53,No,Yes
C3987,28.6,33,Yes,Yes
C0912,41.2,33,Yes,Yes
C4594,3.6,42,No,No
C5445,70.2,31,No,No
C3389,33.2,52,Yes,Yes
C3208,28.4,41,Yes,No
C4722,10.1,51,Yes,No
C1233,17.8,29,Yes,No
C0911,851.3,37,Yes,No
C4087,220.0,35,Yes,No
C4920,139.1,41,Yes,No
C0895,13.3,46,Yes,No
C4997,928.2,46,Yes,No
C2416,11.2,34,No,
C3283,30.2,46,No,Yes
C0736,12.8,47,No,No
C4757,14.8,28,No,No
C5435,69.5,43,No,Yes
C4116,25.4,34,No,No
C4631,15.7,41,Yes,No
C1939,56.2,31,No,No
C3292,65.8,35,Yes,Yes
C5032,25.3,46,Yes,
C2487,36.1,32,No,Yes
C0196,8.7,39,No,No
C4846,58.9,42,No,No
C3421,69.9,35,No,No
C1066,32.1,48,Yes,No
C2087,,48,Yes,No
C4576,84.3,29,No,Yes
C5093,66.0,37,No,Yes
C2267,51.2,39,No,Yes
C4761,49.9,45,No,No
C4161,7.8,32,Yes,No
C1951,11.1,39,No,No
C2612,10.4,38,No,No
C3488,44.4,38,Yes,No
C3345,40.8,47,Yes,No
C4647,17.7,41,No,No
C2645,44.7,44,Yes,No
C2612,10.4,38,No,No
C2340,54.2,44,No,No
C2151,19.0,32,Yes,No
C3242,36.5,40,Yes,No
C4097,60.7,38,No,No
C0367,13.1,38,No,No
C3930,67.7,33,Yes,Yes
C0947,24.3,47,No,
C2101,36.5,47,Yes,Yes
C4551,10.3,50,Yes,No
C0639,51.8,49,No,No
C3034,50.5,40,Yes,Yes
C1563,51.8,44,No,Yes
C3740,32.8,38,No,Yes
C3431,,43,No,No
C5374,,40,Yes,
C3864,347.2,37,No,No
C4030,81.3,36,No,Yes
C5231,48.4,35,Yes,No
C2360,,32,No,Yes
C4612,20.9,30,Yes,Yes
C5040,15.0,32,No,No
C1725,36.9,37,No,No
C1240,71.0,44,No,Yes
C3001,10.6,48,Yes,Yes
C3855,18.7,44,Yes,
C1689,,37,Yes,Yes
C5381,65.1,36,No,No
C4745,64.2,54,No,No
C4322,27.9,43,Yes,No
C1150,67.9,47,No,No
C1399,41.3,29,Yes,No
C2008,16.0,32,Yes,
C3045,30.7,48,Yes,No
C3184,14.3,38,No,Yes
C5058,50.9,45,Yes,No
C0481,43.1,34,Yes,No
C3449,83.9,44,Yes,No
C5215,,42,No,No
C3686,32.2,40,Yes,No
C0295,78.0,41,No,No
C3332,35.7,42,No,
C1463,,36,No,No
C1844,41.9,46,Yes,No
C1174,37.5,47,No,No
C1995,46.7,36,No,Yes
C2545,51.4,47,No,No
C5369,21.6,43,No,Yes
C3652,28.7,35,Yes,No
C2430,13.2,59,No,No
C2354,32.2,38,No,No
C4541,24.7,42,No,No
C5387,,40,Yes,No
C0312,20.4,40,No,No
C3276,7.5,53,No,Yes
C0937,,48,No,No
C1452,37.5,36,Yes,No
C0910,36.8,40,No,No
C5341,28.2,39,Yes,No
C3730,24.4,33,No,No
C1503,42.0,30,No,Yes
C2463,32.4,33,No,No
C3460,73.5,38,No,Yes
C2348,42.1,35,No,Yes
C5045,20.0,39,Yes,Yes
C0803,7.4,48,No,Yes
C0060,30.7,45,Yes,No
C4077,,28,Yes,No
C3535,44.4,38,No,No
C3161,75.6,39,No,
C0033,39.8,44,Yes,Yes
C1453,75.0,40,No,No
C1304,84.7,36,Yes,Yes
C3704,54.7,35,No,No
C3593,49.2,46,No,No
C3591,53.7,41,No,No
C0020,82.4,39,Yes,Yes
C0646,,46,Yes,Yes
C3016,,26,Yes,No
C1079,70.5,39,No,No
C1949,26.1,48,No,No
C1690,23.2,44,No,No
C2537,10.1,38,Yes,No
C1189,5.0,39,No,Yes
C0400,72.1,33,Yes,Yes
C4137,10.2,29,No,No
C3413,122.3,44,Yes,Yes
C0758,50.6,34,Yes,No
C1404,28.9,33,No,No
C0032,48.0,37,Yes,Yes
C0781,6.6,48,Yes,
C1264,67.9,31,Yes,No
C0643,36.5,31,No,
C4458,971.9,45,Yes,No
C1172,18.0,28,Yes,No
C4143,56.5,33,Yes,No
C1883,,41,No,No
C2177,,47,Yes,No
C0240,20.7,39,Yes,Yes
C3936,67.2,31,Yes,No
C5249,69.5,39,No,Yes
C3962,9.0,41,Yes,Yes
C3717,43.9,27,Yes,No
C4376,36.9,38,Yes,No
C3198,62.3,39,Yes,Yes
C2666,23.5,32,Yes,Yes
C4431,66.6,37,Yes,Yes
C1292,68.0,38,Yes,Yes
C2379,,42,No,
C1277,,37,No,No
C2293,45.0,60,Yes,No
C1459,4.0,28,No,No
C3238,12.5,41,Yes,No
C3645,,42,Yes,No
C1495,,51,No,Yes
C4139,47.9,40,No,Yes
C0595,11.7,39,No,Yes
C5371,85.3,34,No,No
C2236,51.4,44,Yes,Yes
C3799,39.4,41,No,Yes
C5455,,41,Yes,No
C5263,9.2,29,No,
C5149,833.2,42,Yes,No
C3894,25.3,43,No,Yes
C0674,11.6,40,No,Yes
C3007,23.7,45,No,No
C2074,55.3,45,No,Yes
C0879,27.0,38,Yes,No
C1617,18.7,40,Yes,No
C4986,22.1,25,No,No
C4119,17.9,38,No,
C4566,12.2,40,No,No
C4532,41.5,41,Yes,No
C4770,29.6,46,No,No
C1255,73.0,37,No,No
C1097,24.6,43,No,No
C1466,98.8,54,No,No
C2983,19.9,30,Yes,No
C3346,23.9,32,Yes,Yes
C0994,55.0,43,No,Yes
C4787,29.6,37,Yes,Yes
C5287,16.0,34,No,No
C1202,45.8,50,No,No
C3260,32.5,36,No,
C4235,6.9,46,No,No
C4455,102.4,41,No,No
C1180,44.6,26,No,Yes
C3473,27.5,32,Yes,Yes
C3382,40.5,43,No,No
C0222,16.9,35,No,Yes
C4747,30.0,34,No,Yes
C5303,32.3,40,No,Yes
C4996,40.8,53,No,No
C4495,139.4,42,Yes,No
C3574,,46,No,No
C5005,24.6,41,No,No
C3985,31.2,47,No,No
C0452,53.4,48,Yes,No
C1455,6.6,37,No,No
C2791,11.5,43,Yes,Yes
C3689,84.7,36,No,No
C5278,1.7,47,No,No
C4533,82.4,31,Yes,
C5144,16.7,27,Yes,No
C2017,35.8,38,Yes,Yes
C1582,26.4,38,No,No
C4711,95.0,41,No,No
C1207,,39,Yes,No
C2400,,35,No,No
C0411,24.0,36,Yes,Yes
C0126,36.5,41,No,No
C5363,22.7,29,No,Yes
C5466,87.8,33,Yes,No
C2593,6.4,31,No,Yes
C4430,110.4,39,Yes,Yes
C5286,,52,Yes,No
C3923,87.5,38,Yes,No
C0405,32.4,38,No,No
C1398,71.2,37,No,No
C0436,112.2,45,Yes,Yes
C0857,18.0,36,No,Yes
C0632,68.2,42,No,No
C1480,89.7,31,No,No
C2001,49.5,40,Yes,No
C1574,45.9,48,No,
C3646,86.1,38,Yes,No
C5372,57.0,44,Yes,No
C4966,13.2,37,No,Yes
C1096,26.3,51,No,No
C0112,47.1,43,Yes,No
C5322,55.2,33,No,No
C2876,44.9,35,Yes,Yes
C1841,104.7,39,No,Yes
C4519,2.4,48,No,Yes
C4468,,40,No,No
C3636,31.8,34,Yes,No
C4466,13.3,37,No,No
C1909,40.9,35,Yes,No
C3788,,46,Yes,No
C0194,,35,No,No
C1022,11.4,33,Yes,No
C0720,7.8,43,No,No
C0191,11.3,42,Yes,No
C2665,15.5,34,No,No
C2844,63.8,43,No,No
C1014,29.7,36,Yes,No
C1112,88.4,37,No,No
C0927,52.0,46,Yes,No
C5447,91.7,31,No,No
C1747,22.0,26,No,No
C4266,30.0,46,Yes,No
C4735,41.4,41,No,No
C3976,41.7,35,No,No
C1390,34.5,42,No,No
C0948,60.6,47,Yes,No
C3941,21.7,45,Yes,No
C2172,43.1,37,Yes,No
C5315,28.6,36,No,No
C3735,56.2,50,No,No
C2019,37.2,36,No,No
C2809,15.9,43,No,No
C0119,347.6,39,No,No
C4283,39.4,43,Yes,No
C0670,48.6,42,Yes,No
C0382,27.3,31,Yes,Yes
C2213,39.2,41,Yes,No
C0967,12.4,39,No,No
C4694,,46,Yes,Yes
C0525,12.0,39,Yes,Yes
C0638,31.8,41,Yes,Yes
C0283,14.0,28,No,No
C2733,1.6,36,Yes,Yes
C5421,24.6,32,No,No
C3631,83.7,44,Yes,No
C2708,34.3,40,No,No
C3380,38.7,31,No,No
C4128,66.4,49,No,No
C4625,,39,No,No
C4657,6.9,36,No,No
C5394,27.7,45,No,Yes
C0243,13.5,44,No,Yes
C4861,8.0,43,Yes,No
C3029,,43,No,No
C3466,47.5,27,Yes,
C1248,26.6,34,Yes,Yes
C2888,57.5,41,No,No
C5439,28.7,36,No,No
C5290,27.7,52,No,No
C3870,14.5,41,Yes,No
C2592,19.0,39,Yes,No
C0572,7.1,33,Yes,No
C1406,39.4,44,No,Yes
C3662,40.0,38,No,No
C2755,21.4,35,Yes,
C1153,37.9,34,No,No
C2802,11.7,55,No,No
C4849,46.2,29,No,No
C3891,22.9,37,Yes,Yes
C1128,36.8,49,No,
C5205,14.1,42,Yes,No
C2050,10.7,33,No,No
C0859,35.8,40,Yes,No
C3437,31.1,37,No,No
C4201,34.6,34,Yes,Yes
C1897,74.3,40,No,Yes
C5434,28.7,48,No,No
C2924,60.1,39,Yes,No
C4411,23.4,31,Yes,No
C5063,,38,No,No
C3918,,56,No,Yes
C0672,18.2,53,No,Yes
C0594,33.1,28,Yes,No
C0326,36.6,53,No,Yes
C5132,28.6,34,Yes,No
C0813,45.7,33,No,Yes
C1728,30.0,37,Yes,No
C0719,113.0,47,No,Yes
C0771,32.6,33,Yes,Yes
C2256,35.6,37,No,No
C5088,,49,Yes,No
C4098,34.9,39,Yes,Yes
C5092,25.2,29,Yes,No
C3092,70.4,37,No,No
C2871,80.1,34,Yes,No
C2609,172.3,26,Yes,No
C4666,40.4,36,No,No
C1146,64.2,60,No,No
C1059,12.6,40,No,No
C1807,25.2,29,No,No
C3972,,35,No,No
C2246,26.9,44,Yes,Yes
C1723,52.4,30,Yes,No
C2673,37.5,48,Yes,No
C0055,46.7,40,Yes,No
C3157,24.6,36,Yes,Yes
C2853,22.6,43,Yes,Yes
C4114,74.9,41,Yes,
C5408,22.7,40,Yes,No
C1971,46.4,32,No,No
C4797,20.5,37,Yes,No
C1217,39.9,23,No,
C0798,17.6,44,Yes,
C1388,18.3,40,No,Yes
C3237,10.5,46,No,Yes
C1795,14.3,47,No,
C2239,4.9,35,No,No
C3651,141.6,37,No,No
C1333,28.7,37,No,No
C4880,13.1,53,No,No
C3605,,36,Yes,Yes
C4862,42.4,41,Yes,No
C2260,39.4,41,No,No
C5306,,52,Yes,No
C4893,8.8,40,No,Yes
C4135,107.8,45,Yes,No
C3418,33.7,41,Yes,Yes
C2875,17.8,39,Yes,No
C3077,51.4,36,Yes,Yes
C1043,893.5,40,No,Yes
C3602,95.3,39,Yes,No
C1285,680.4,37,Yes,No
C2877,37.1,34,Yes,No
C2856,17.2,42,Yes,No
C0926,13.0,46,Yes,No
C1533,35.9,35,No,Yes
C4472,48.6,35,Yes,
C4632,39.8,40,No,No
C2367,26.0,41,No,Yes
C4218,61.8,35,Yes,Yes
C0901,27.7,52,No,No
C0078,44.9,52,Yes,No
C4771,41.7,43,No,No
C2105,28.0,28,No,No
C5220,,49,No,No
C3707,30.9,42,Yes,Yes
C3603,0.2,35,No,No
C4721,27.4,46,No,No
C1209,54.8,34,Yes,Yes
C3648,,39,Yes,
C4530,,39,Yes,No
C3649,18.0,51,Yes,No
C4394,4.7,35,No,No
C0275,11.3,42,No,No
C2347,94.3,42,Yes,No
C0121,42.3,39,No,No
C4450,18.8,53,Yes,Yes
C0370,80.4,40,No,No
C0676,29.7,36,No,Yes
C0574,40.5,43,Yes,No
C4816,60.0,48,No,Yes
C1932,7.7,45,Yes,No
C0087,64.3,34,Yes,No
C1837,68.1,41,No,No
C3290,2.0,35,Yes,Yes
C2110,37.1,38,No,Yes
C2461,14.1,39,Yes,No
C4833,36.3,36,Yes,No
C4057,29.1,39,Yes,No
C2272,17.1,52,No,Yes
C2076,10.9,39,No,
C1047,37.6,50,Yes,No
C0029,8.6,43,Yes,No
C3454,10.6,45,No,Yes
C1871,,34,Yes,No
C4864,63.1,47,No,No
C0741,76.8,31,Yes,No
C0656,57.9,42,Yes,No
C0697,,31,No,Yes
C3966,21.8,47,Yes,Yes
C1310,29.4,38,No,No
C2621,46.1,44,No,No
C4904,52.4,34,Yes,Yes
C2908,15.3,41,No,Yes
C1105,55.0,45,No,No
C4644,30.9,31,Yes,No
C3446,27.9,31,No,Yes
C1076,13.8,32,No,No
C2464,29.4,34,Yes,No
C4008,44.2,46,Yes,
C2265,35.9,35,Yes,No
C4449,29.8,47,No,No
C0922,17.9,46,No,No
C4383,7.9,41,No,Yes
