customerID,NbContacts,LastContactDays,SatisfactionScore,FeedbackText
C0751,2.0,135,3.0,"No issues lately, satisfied customer Honestly, everything works fine for our family"
C1597,4.0,70,2.0,Good value for the oney
C4181,1.0,175,,"NO ISSUES LATELY, SATISFIED CUSTOMEER HELPFUL CHAT SUPPORT, FAST RESOLUTION GGOT A MINOR OUTAGE LAST WEEK PRIE IS A BIT HIGH COMPARED TO OTHERS THAKN YOU."
C4764,,49,1.0,I have opened several tickets and nothing was fixed Latency and disconnects make it impossible to work Thank you. Speed never matches what was promised in teh contract Installation took longer than expected
C1269,0.0,61,5.0,"I HAVE OPENED SEVERAL TICKETS AND NOTHING WAS FIXXED BILLING ERRORS KEEP HAPPENIN,G I AM REALLY TIRED OF THIS GOT A MINOR OUTAGE LAST WEEK THANK YOU."
C1255,1.0,98,2.0,"Billing is clear and corerct each month Honestly, service is okay but could be btter"
C4068,3.0,65,3.0,"Good service overall, nothing major to complain about Thank you. Support agent was kind adn solved my issue quickly Thank you. Support agent was kind and solved my issue quickly"
C2347,6.0,130,,"Phone liine is fine, internet varies"
C2778,5.0,165,2.0,"No issues lately, satisfied customer Sometimes the speed drosp at night"
C3944,1.0,159,3.0,"Teh new router woks well, stable connection Thank you. It works, not amazing, not terrible"
C5296,4.0,170,2.0,GRAT SERVICE AND FAIR PRICE
C4045,4.0,75,3.0,"Honestly, pprice is a bit high copmared to others Happy with the internet speed and support"
C0354,2.0,145,3.0,"Helpful chat suport, fast resolution!!!"
C3727,2.0,146,1.0,Billing is clear and corrrect each month
C1959,5.0,34,2.0,Occasional hiccups ut nothing too bad Occasional hiccups but nothing too bad
C2201,2.0,167,3.0,"It works, not amaziing, not terrible"
C3894,3.0,144,5.0,"Happy with the internet speed and support It works, not amazing, not terrible Thank you."
C2401,3.0,19,4.0,Happy with the internet speed and support Thank you. Email support replies after ome days Occasional hiccups but nothing to bad
C0839,2.0,104,5.0,"PHONE LINE IS FINE, INTERNET VARIES THANK YOU.!"
C0355,2.0,90,3.0,"Good value for the money Thank you. No issues latly, satisfied customer Thank you. Billing is clear and correct each month Happy with the internet speed and support Thank you."
C5270,,68,2.0,"Billing errors keep happening, I am really tired of this Thank you. Internet is slow ad unstable almosst every evening"
C3487,1.0,61,,Email support replies afer some days!!
C1815,3.0,97,2.0,Emial support replies after some days!
C4777,2.0,107,2.0,Great service and fair price Price is a bit high compared to othres
C3533,3.0,111,4.0,"The nw router works well, stable connection"
C4622,2.0,99,4.0,Support agent was kind and solved my issue quiickly!!!
C1163,2.0,102,3.0,"INTERNET IS SLOW AND UNSTABLE ALMOST EVERY EVENING TERRIBLE EXPERIENCE, WORST PROVIDER I USED"
C2887,0.0,46,3.0,"Honestly, phone line is finee, internet varies Occasional hiccups but nothing too bad"
C4456,1.0,126,3.0,"The new router works wll, stable connection Thank you."
C0181,3.0,98,3.0,"Good service overall, nothing major to complain about Billing is clear and correct each month Thank you. It works, not amazing, not terrible Thank you."
C2353,3.0,131,3.0,"The new router works well, stable connection Thank you. Great service and fair price Good service overall, nothing major to complain about"
C3630,1.0,25,2.0,"Phone line is fine, internet varies Good value for the money Support agent was kind and solved my issue quickly Thank you. No sisues lately, satisfied customer"
C4167,1.0,16,1.0,"The new router works well, stable conection"
C2091,1.0,15,3.0,Great service and fair price Thakn you.
C3141,2.0,93,2.0,Internet is slow and unstable almost every evening Speed never matches what wsa promised in the contract They overcharged me twice and gnored my emails Speed never matches what was promised in the contract
C1270,4.0,52,1.0,"Honestly, outages every week, unacceptable srevice thank you.!!"
C3962,4.0,48,5.0,Internet is sow and unstable almost every evening Sometimes the speed drops at night Thank you.
C2087,2.0,0,3.0,"To expensive for poor quality, thinking to cancel"
C1374,2.0,43,4.0,Internet is slow and unstable almost every evening Latency and disconnects make it impossible to work Service is okay but could be better
C0446,4.0,70,,"Latency and disconnects make it impossible to work Thank you. Billing errors keep happening, I am really tired of this Thank you.!!!"
C2628,3.0,3,1.0,"Occasional hiccups but nothing too bad Service is okay but could be betetr No issues lately, satisfied customer Honestly, the new router woorks well, stable connection"
C5349,1.0,152,5.0,"Good vaalue for the money Good service overall, nothing major to complain about"
C1325,3.0,170,5.0,"oTo expensive for poor quality, thinking to cancel"
C2581,3.0,24,1.0,Ltency and disconnects make it impossible to work!!!
C4875,1.0,112,4.0,"Honestly, helpful chat support, fast resolution Billing is clear and correct ech month Honestly, it works, not amazing, not terrible Good value for te money"
C3612,2.0,126,5.0,"Honestly, occasional hiccups but nothing too bad Honestl,y no issues lately, satisfied customer"
C4358,1.0,26,1.0,"Honestly, the new router works well, stable connectino Price is a bit high compared to others Thank you."
C1159,0.0,88,4.0,"No issues lately, satisfide customer Occasional hiccups but nothing too bad"
C0110,2.0,146,4.0,"Honestly, outages every week, unacceptable serviec"
C3706,3.0,67,2.0,"Average experience so far The new router works well, stble connection"
C3121,2.0,89,4.0,"Too expensive for poor quality, thinking to canel Thank you. Internet is slow nd unstable almost every evening"
C1166,3.0,125,2.0,"BILLING IS CLEAR AND CORRECT EACH MONTH THANK YOU. HONESTLY, GREAT SERVICE AND FAIR PRICE INSTALLATION TOOK LONGER THAN EXPECTED INSTALLATION TOOK LONGER THAN EXPECTED!!!"
C0572,2.0,84,2.0,"Billing errors keep happening, I am really tired of this Phne line is fine, internet varies"
C0288,5.0,15,1.0,"Helpful chat upport, fast resolution Happy with the internet speed and support"
C2263,,75,5.0,"The new router works welll, stable connection Thank you. Email support replies after some days"
C0848,1.0,46,3.0,Email support erplies after some days
C2825,2.0,30,2.0,Billing is clear and correct each month!
C3581,1.0,61,2.0,"Outages every week, unacceptable service!"
C3464,5.0,148,2.0,"Price is a bit high compared to others Honestly, great seervice and fair price"
C1716,7.0,63,3.0,"Outages eveyr week, unacceptable service"
C5264,5.0,123,4.0,"Honestly, no issues lately, satisfied customer Average experience so far!!!"
C1724,3.0,68,4.0,"Good service overall, nothing major to complain about HHappy with the internet speed and support Support agent was kind and solved my issue quickly"
C1935,1.0,19,2.0,"Outages every week, unacceptable service I have opened sseveral tickets and nothing was fixed Internet is slow and unstabel almost every evening Honestly, terrible experience, worst provider i used!"
C4373,2.0,55,3.0,Got a minor outgae last week
C2611,5.0,22,,"HONESTLY, TE NEW ROUTER WORKS WELL, STABLE CONNECTION THANK YOU. OCCASIONAL HICCUPS BUT NOTHING TOO BAD"
C0190,2.0,29,,"hPone line is fine, internet varies Honestly, average experience so far Very bad support, no one answers my calls Honestly, i have opened several ticekts nd nothing was fiexd"
C2315,0.0,24,2.0,"PHONE LINE IS IFNE, INTERNET VARIES"
C1185,1.0,60,,Everything works fine for our family Service is okay but could be bteter Support agent was kind and solved my issue quickly Got a minor outage last week Service is okay but could be better
C3920,1.0,75,1.0,Occasional hiccups but nothing too bad Happy wth the internet speed and support
C3164,,149,3.0,"HONESTLY, HELPFUL CHAT SUPPORT, FAST RESOLUTION EMAIL SUPPORT REPLIES AFTER SOME DAYS"
C0921,,89,3.0,Installation took longer than expected Thank you.!
C2869,3.0,126,3.0,"Helpful chat support, fast resolution Got a minor outage last week"
C5463,1.0,42,2.0,Everything works fine for our family Great service and fair price Thank you. Email support replies afteer somme days
C5405,1.0,22,2.0,Email support replies after some days!!!
C3400,1.0,47,3.0,Everyting works fine for our family
C3050,2.0,53,3.0,"INTERNET IS SLOW AND UNSTABLE ALMOST EVERY EVENING VVERY BAD SUPPORT, NO ONE ANSWERS MY CALLS"
C3424,0.0,54,5.0,"PHOEN LINE IS FINE, INTERNET VARIES EVERYTHING WORKS FINE FOR OOUR FAMILY"
C4010,2.0,48,3.0,"Honestly, occasional hiccups but nothing too bad Great service and fair rpice"
C0592,2.0,18,1.0,"Good service overall, nothing major to coplain about"
C2546,1.0,58,4.0,"IT WORKS, NOT AAMAZING, NOT TERRIBLE TERRIBLE EXPERIENCE, WORST PROVIDER I USED SPEED NEVER MATCHES WHAT WAS PROMISED IN TTHE CONTRACT SPEED NEVER MATCHES WHAT WAS PROMISED IN THE CONTRACT THANK YOU."
C2771,2.0,69,2.0,"No issues lately, satisfied ustomer Thhank you. Billing is clear and correct each month Thank you."
C3800,2.0,22,2.0,"The new router works well, stable connection Someimes the speed drops at night!!!"
C2610,3.0,34,4.0,"Honesttly, occasional hiccups but nothing too bad Service is okay but could be better"
C4696,2.0,146,4.0,EVERYTHING WRKS FINE FOR OUR FAMILY!
C2782,3.0,110,3.0,Great service adn fair price Good value for the money Thank you.
C4141,1.0,97,,Everything works fine for our family Thank ou.
C4288,2.0,163,4.0,"Phone line is fine, internet varies Emal support replies after some days Good value for the money Honestly, email support replies after some days thank you. Good service overall, nothing majjor to complain about"
C4679,2.0,66,5.0,Good value for the money Everything woks fine for our family
C2429,3.0,50,4.0,"HELPFUUL CHAT SUPPORT, FAST RESOLUTION"
C4220,1.0,129,2.0,"Helpful chat support, fast resolution Honestly, good value for the money!!!"
C0526,2.0,172,4.0,"Great service and fair price The new router works well, stable connection Price is a bt high compared to others!!"
C5202,6.0,171,4.0,Support agent was kind and solved my issuue quickly Good value for the money
C3922,1.0,36,1.0,"TERRIBLE EXPERIENCE, WORST PROVIDER I USED I HAVE OPENED SEVERAL TICKETS AND NOTHING WAS FIXED"
C4539,1.0,133,1.0,GREAT SERVICE AND FAIR PRICE OCCASIONAL HICCUPS BUT NNOTHING TOO BAD!!
C3236,1.0,154,,"PHONE LINE IS FINE, INTERNET VARIES THE NEW ROUTER OWRKS WELL, STABLE CONNECTION!"
C0479,1.0,65,1.0,"HELPFUL CHAT SUPPORT, FAST RESOLUTION NO ISSUES LATELY, SATISFIED CUSTOMER!!!"
C3704,,53,2.0,Great service adn fair price!!
C4320,6.0,55,5.0,"Sometimes the speed ddrops at night Helpful chat support, fast resolution Phone line is fine, internet variees"
C1329,0.0,108,1.0,eSrvice is okay but could be better
C0119,1.0,27,2.0,ervice is okay but could be better Billing is clear and correct each month
C4788,3.0,22,1.0,"Honeestly, everything works fine for our family Billing is clear and correct each month Support agent was kind aand solved my issue quickly"
C0675,2.0,21,3.0,"Good service overall, nothing major to complain about Installation took longer than expected!!!"
C3562,1.0,180,4.0,"Good servicce overall, nothing major to complain about Honestly, happy with the inteernet speed and support!!"
C1400,2.0,40,4.0,"Good value for hte money Honestly, sometimes the speed drops at night"
C0487,3.0,82,2.0,"Outages every week, unacceptable service Terrible experience, worst provider I useed!!"
C0144,3.0,41,1.0,"Speed never maches what was promised in the contract Outages every week, unacceptable service Outages every week, unacceptable service"
C4832,3.0,140,5.0,"Very ad support, no one answers my calls!!!"
C1796,4.0,26,2.0,"Installation took longer than expected No issues lately, satisfied customer Price is a bit high compared to others"
C2014,3.0,73,4.0,AVERAGE EXPERIENCE SO FAR AVERAGE EXPERIENNCE SO FAR
C3196,0.0,75,,Happy witth the internet speed and support
C3549,3.0,42,1.0,Happy wwith the internet speed and support Happy with the internet speed and support
C4238,2.0,55,3.0,Billing is clear and coorrect each month
C1885,0.0,40,4.0,"Installlation took longer than expected Support agent was kind and solved my issue quickly Helpful chat support, fast resolution Helpful chat support, fast resoluution Honestly, aevrage experience so far thank you."
C1836,2.0,48,3.0,Good value for the monney Thank you.!!
C4504,0.0,119,4.0,"No issues lately, satified customer!!"
C2004,3.0,76,5.0,"Honestly, installation took longer thhan expected thank you."
C4182,2.0,20,1.0,"The new router works well, sttable connection"
C1080,0.0,59,2.0,Latency and disconnects make it impossible to wokr
C4534,4.0,108,2.0,"Honestly, occasional hiccups but nothign too bad"
C3675,4.0,65,2.0,Supprt agent was kind and solved my issue quickly!!!
C3984,1.0,18,3.0,"Everything works fine for our family Average experience so far The new router works well, stable cnonection"
C2584,2.0,69,3.0,HAPPY WITH THE INTERNET SPEED AAND SUPPORT!!!
C4924,3.0,33,3.0,"Honestly, internet is slow and unstable almost every evening tthank you. Installation took longer than expected"
C3946,2.0,65,4.0,PRICE IS A BIT HIGH COMPARED TO OTHERS GOOD VALUE FOR THE MONEY!!
C3961,2.0,65,3.0,"Honestly, got a minor outage lasst week"
C4149,4.0,87,,SUPPORT AGENT WAS KIND AND SOLVED MY ISSUE QUICKLY!!!
C4042,4.0,125,3.0,Billing is clear and correct each month Thakn you.
C3444,3.0,126,4.0,Good value for thhe money Thank you.
C3168,,86,4.0,"No issues lately, satisfied customer No ssues lately, satisfied customer"
C2399,3.0,20,2.0,"No issues lately, satisfied customer Great service and fair price Great service adn fair price"
C0925,2.0,117,1.0,"Got a minor outage last week The new router works well, stable connection Honestly, helpful chat support, fast resolution thank you."
C0103,2.0,167,4.0,Service is okay but could be better Billing is clear and correct each mnth
C5104,0.0,114,3.0,"Honestly, helpful chat support, fast resolutiion"
C2676,2.0,49,4.0,"GOOD SERVICE OVERALL, NOTHING MAJOR TO COMPLAIN ABOUT AVERAGE EXPERIENCE SO FAR GOT A MINOR OUTAGE LAST WEEK THANK YOU. AVERAGE EXPERIENCE SO FR THANK YOU."
C3275,1.0,115,3.0,Good value ofr the money Billing is clear and correct each month!!!
C2247,3.0,102,4.0,"It works, not amazing, nnot terrible Thank you. Price is a bit hihg compared to others"
C3721,2.0,58,2.0,"Happy with the internt speed and support Honestly, everything works fine for our family Good vvalue for the money Phone line is fnie, internet varies"
C1707,2.0,124,3.0,"Honestly, the new router works well, stable connection Good value for the money Helpful chat support, fasst reoslution Sometimes the speed drops at night"
C5413,1.0,51,3.0,"BILLING IS CLEAR AND CORRRECT EACH MONTH HONESTLY, NO ISSUES LATELY, SATISFIED CUSTOMER"
C4647,1.0,123,1.0,"It works, noot amazing, not terrible!!!"
C1613,2.0,13,4.0,"Billing is clear and correct each month Price is a bit high compared to others Thank you. The new router works well, stablle connection"
C0023,3.0,34,5.0,"Honestly, phone line is fine, internnet varies"
C0450,4.0,123,1.0,"Phnoe line is fine, internet varies Terrible experience, worst provider I used"
C4055,2.0,148,3.0,Service is okay but could be better Email support repliies after some days Installation took longer than expected Thank you.
C4370,1.0,144,3.0,"Very bad support, no one answers my calls Outages every wek, unacceptable service"
C2612,2.0,62,4.0,"Goood service overall, nothing major to complain about!"
C1299,3.0,4,3.0,"ery bad support, no one answers my calls"
C1709,1.0,119,3.0,Internet is slow aand unstable almost every evening I have opened several tickets and nothing was fixed
C4105,1.0,87,3.0,"Too expensive for poor quality, thinknig to cancel"
C1282,2.0,54,4.0,"IT WORKS, NOT AMAZING, NOT TERRIBLE EMAIL SUPPORT REPLIES AFTER SOME DAYS"
C1164,2.0,48,,"Happy with the internet speed and support Phone lien is fine, internet varies"
C4570,5.0,161,2.0,"HONETSLY, GREAT SERVICE AND FAIR PRICE"
C2781,1.0,69,2.0,"Email support replies after some days Honestly, installatoin took longer than expected thank you. Good valeu for the moey"
C2826,2.0,177,4.0,Price is a bit high compared to others Occasional hiccups but nothing too bad
C2473,,109,3.0,"Honestly, billing is clear and correct each mmonth thank you. Billing is clear and correct each month"
C4549,2.0,42,4.0,Billing is cllear and correct each month Happy with the internet speed and support
C4792,1.0,152,4.0,"Helpful cht support, fast resolution Support agent was kind and solved my issue quickly It works, nto amazing, not terrible"
C3195,4.0,45,2.0,"It works, not amazing, not terrible Thank you. No issues lately, satisfied customer"
C3632,2.0,147,3.0,Happy with the internet speed and suppport
C4824,6.0,1,3.0,"Good service overall, nothing major to complain about Email support eplies after some days!!!"
C2285,3.0,165,3.0,"HONESTLY, AVERAGE EXERIENCE SO FAR"
C3999,2.0,90,3.0,Biling is clear and correct each month Great service and fair price
C0411,0.0,53,5.0,"VEY BAD SUPPORT, NO ONE ANSWERS MY CALLS PHONE LINE IS FINE, INTERNET VAIES THANK YOU."
C2616,,115,1.0,"Honestly, occasional hiccups but nothing too bad Honestly, sometimes the speed drops at night"
C4129,,136,1.0,INSTALLATION TOOK LOGER THAN EXPECTED
C2535,3.0,19,3.0,"No issues lately, saitsfied customer!!!"
C2054,4.0,39,5.0,"Speed never matches what was promised in the contract Too expensive for poor quality, thinking to cancel Service is okay but could be betetr"
C0782,3.0,43,5.0,"The new router works well, stable connection Support agent was kind and solved my issue quickly!"
C3182,4.0,38,3.0,Everything works fiine for our family Good value for the money!
C1988,2.0,149,5.0,"Helpful hcat support, fast resolution Average experience so far Good service overall, nothing major to complain about Helpful chat support, fast resolution"
C0111,3.0,57,3.0,Billing is clera and correct each month
C1773,,174,4.0,"Good service overall, nothing major to complain about Honestly, service is okay but could be better"
C3705,1.0,54,3.0,"Billing erors keep happening, I am really tired of this Terrible experience, worst provider I used"
C0793,2.0,125,4.0,Occasional hiccups but nothing too bad Sometimes the speed drops at night Everything works fine or our family Thank you.!!!
C1309,1.0,92,4.0,Service is koay but could be better Thank you.
C1193,0.0,152,2.0,"The new router works wwell, stable connection"
C0941,3.0,117,2.0,"Good service overall, noting major to complain about Got a minor outage last week Price is a bit high ompared to others"
C5021,0.0,147,4.0,"Got a mnor outage last week No issues lately, satisfied customer"
C3534,,180,5.0,"It works, not amazing, not terrible Thnak you."
C2585,1.0,112,3.0,"Honestly, service is okay but could be better Average experience so far Thank you."
C5335,4.0,119,2.0,SUPPORT AGENT WS KIND AND SOLVED MY ISSUE QUICKLY
C5391,4.0,154,,"Honestly, good service overall, nothing major to complain about!"
C2518,0.0,152,4.0,"Honestly, average experience so far thank you. No issues lately, satisfied customer Average experience so far!!!"
C5361,0.0,174,2.0,Occasional hiccups but nothing too bad Thank you. Everything works fine for our famly!!!
C0612,4.0,11,1.0,"Email support replies after osme days It works, not amazing, not terrible"
C5452,2.0,145,3.0,INSTALLATION TOOK LONGER TAN EXPECTED GOT A MINOR OUTAGE LAST WEEK THANK YOU.!!
C2940,,84,2.0,"The new router works well, stable connetion"
C1714,3.0,50,4.0,"No issues lately, satisfied customer Good value for the mooney Good seervice overall, nothing major to complain about"
C4559,1.0,42,4.0,"Great servcie and fair price Average experience so far Support agent was kind and solved my isssue quickly Phone line is fine, internet varies!!"
C2731,1.0,30,4.0,"Phone line is fine, internet varies Got a minor outage llast week"
C0143,1.0,145,3.0,Installation took longer than expected Great service and fair price Thank you.
C1471,2.0,169,1.0,"Honestly, terrible experience, worst provider i used thank you."
C0680,3.0,79,2.0,Billnig is clear and correct each month
C3814,0.0,92,,"Very bad support, no one answers my clals"
C2965,3.0,138,4.0,Great service and fair price Price is a bit high compaerd to others
C3336,1.0,66,2.0,"Phone line is fine, internet vvaries Thank yuo. Helpful chat support, fast resolution"
C4482,3.0,71,5.0,Great service nad fair price Thank you.
C3140,1.0,40,3.0,AVERAGE EXPERIENCE SO FAR SUPPORT AGENT WAS KKIND AND SOLVED MY ISSUE QUICKLY
C2966,2.0,118,2.0,GOD VALUE FOR THE MONEY
C1220,2.0,178,4.0,"The new router works well, stable connection hTe new router wworks well, stable connection Thank you. Good value for the money"
C2234,1.0,53,2.0,"Phone line is fine, internet varies Happy ith the internet sspeed and support"
C2220,1.0,82,4.0,"No issues lately, satisfied cusstomer!!!"
C3185,1.0,153,4.0,"Price is a bit higgh compared to others Honestly, billing errors keep happening, i am really tired of tis Honestly, occasional hiccups but nothing too bad"
C1946,5.0,174,5.0,"Good service overall, nothing major to complain about Happy with the internet speed and support Great service and fair price Thank you. Average experience so far Thank you.!"
C3617,0.0,146,5.0,I have opened several tickets and nothing was fixed Thank yo.
C2767,1.0,159,,"eHlpful chat support, fast resolution Email support replies after some days"
C3138,,99,4.0,"Honestly, got a minor outage last week It works, not amazing, ont terrible!"
C1204,1.0,109,2.0,"Honestly, internet is slow and unstable almost every evening!!"
C2329,3.0,69,1.0,"PHONE LINE IS FINE, INETRNET VARIES"
C3504,,155,2.0,INSTALLATION TOOK LONGER THAN EXPECTED EVERYTHING WORKS FINE OR OUR FAMILY THANK YOU.
C1628,6.0,79,,"Billing errors keep happening, I am really tired of tis Installation took longer than expected"
C1183,,178,3.0,"The new router works well, stable connectioon!!"
C5066,6.0,165,1.0,"No issues ately, satisfied customer Sometimes the speed drops at night Honestly, got a minor outage last week thank you. Sometimes the speed drops at night!!!"
C2166,2.0,58,3.0,"No issuues lately, satisfied customer!!!"
C0083,6.0,70,4.0,Great service and fair price Everything orks fine for our family
C1392,,96,5.0,"Honestly, average experience so faar"
C1454,4.0,17,1.0,Billnig is clear and correct each month Thank you.
C0879,,46,4.0,GOOD VALUE FOR THE MONEY HANK YOU. GOOD VALUE FOR THE MONEY
C0209,1.0,108,5.0,"TOO EXPENSIVE FR POOR QUALITY, THINKING TO CANCEL"
C3025,2.0,67,5.0,"It works, not amazing, not etrrible Happy with the internet speed and spuport"
C4532,3.0,19,5.0,Service is okay ubt could be better
C2003,3.0,123,5.0,Billing is clear and correct eahc month Thank you.
C0251,,31,3.0,Happy with the internet speed and support Billing is clear and correct each month
C0158,3.0,141,2.0,Installaion took longer than expected
C0702,1.0,136,4.0,"Good service overall, nothing major to complain about Thank yuo. Billing is clear and corerct aech month Sometimes the speed drops at night Thank you."
C1235,3.0,26,2.0,Price is a bbit high compared to others
C0866,2.0,151,,AVERGE EXPERIENCE SO FAR
C5340,2.0,131,3.0,"HONESTLY, IT WORKS, NOT AMAZING, NOT TERRIBLE SOOMETIMES THE SPEED DROPS AT NIGHT"
C3904,4.0,90,4.0,I have opened several tickets ad nothing was fixed
C5164,2.0,119,4.0,Happy with the innternet speed and support Price is a bit high compared to othhers
C3047,3.0,83,5.0,OCCASIONAL HICCUPS BUT NOTHING TOO ABD THANK YOU.
C1876,2.0,72,5.0,"Honestly, sometimes the seped drops at night"
C2308,3.0,52,2.0,"Honestly, happy with the internet speed and support Happy with the iinternet speed and support"
C4599,1.0,70,5.0,"Happy with te internet peed and support The new router works well, stable connection Honestly, hellpful chat support, fast resolution The new router works well, stable connection!"
C5043,0.0,66,5.0,"The new router works well, stable connection Happy with the internet speed and support Thank you."
C4857,2.0,77,5.0,Good vlaue for the money Thank you.
C5444,2.0,19,4.0,Service is ookay but could be better!!
C0404,2.0,39,3.0,"Helpful chat support, afst resolution Thank you."
C0716,1.0,123,3.0,Happy with the internet speed and spuport Sometimes the speed drops at night!!
C4981,0.0,58,3.0,"The new router workks well, stable connection Thank you.!"
C2198,1.0,25,3.0,"Honestly, they overcharged me twice nd ignored my emails"
C0685,0.0,16,4.0,"Good service overall, nothing major to complain aboout"
C5387,4.0,100,2.0,BILLING IS CLEEAR AND CORRECT EACH MONTH!!!
C3107,4.0,58,3.0,Everything works fine for our family Occasional hiccups but nothing too bad Installtion took longer than expected!
C3650,5.0,15,3.0,"Billing is clear and correct each moth Service is okay but could be btter Thank you. Helpful chat support, fast reesolution Honestly, installation took longer than expected"
C2005,3.0,136,3.0,"Helpful chat support, fast resolution Honestly, good service overall, nothing major to complain about No issues lately, satisfied customer"
C5377,3.0,30,3.0,"No isssues lately, satisfied customer Thank you. Great service and fair rice Thank you.!"
C2926,6.0,133,5.0,"Honestly, happy wth the internet speed and support Great service and fair price"
C2006,,177,1.0,"No issues lately, satisfied cutomer Great service and fair price"
C2449,7.0,110,3.0,"They overcharged me twice and ignored my emails Honestly, billing errors keep happening, i am really tired of this thank you. TThey overcharged me twice and ignored my emails!"
C4291,2.0,139,4.0,"HONESTLY, GGOT A MINOR OUTAGE LAST WEEK"
C5266,1.0,132,3.0,Got a minor outage lat week Thank you.
C3602,2.0,24,3.0,"Price is a ibt high compared to others Sometimes the speed drops at night Helpful chat support, fast resolution Thank you."
C3344,1.0,103,2.0,"Honestly, phone line is fine, internet varies thank you. Helpful chat support, fast resolution Honestly, billing is clear and correct each month!"
C2415,2.0,93,5.0,"VERY BAD SUPPORT, NO ONE ANSWERS MY CALLS THANK YOU."
C4513,1.0,158,1.0,"GOOD SERVICE OVERALL, NOTHING MAJOR TO COMPLAIN ABOUT THANK YOU. NO ISSUES LATELY, SATISFIED CUSTTOMER"
C4542,2.0,168,2.0,"Helpful chat support, fat resolution No issues lately, satisfied customer!"
C3001,3.0,94,3.0,"The new router works well, stabe connection Thank you."
C5079,,150,3.0,SOMETIMES THE SPEED DORPS AT NIGHT
C0691,,54,3.0,Got a mior outage last week
C3802,0.0,8,4.0,Speed never matches what was promised in the contract They overcharged me tice and ignored my emails
C4817,0.0,66,4.0,"The new router works well, stable connection Thank you. Honestly, it works, not mazing, not terrible!"
C4020,1.0,8,1.0,Support agent was kind and solved my issue quickly Happy with the internet speed nd support!!!
C4203,2.0,65,4.0,Installation took longer tthan expected!!!
C1393,3.0,69,5.0,"GOT A MINOR OUTAGE LAST WEEK IT WORKS, NOT AMAZING, NOT TERRIBLE EVERYTHING WORKS FINE FFOR OUR FAILY!!!"
C4107,0.0,7,1.0,"No issues lately, satisfied customer Thank yo.u!!!"
C3158,4.0,171,,"Phone line is fine, internet varies Got a minor outage last weeek"
C1391,3.0,156,3.0,Good valeu for the money Thank you.
C3170,2.0,119,3.0,"Honestly, service is okay but could be better Got a mior outage last week Occasional hiccups but nothing too bad!!"
C2713,,8,5.0,Great service and fair price hank you. Service is okay but could be better Thank you.
C0996,5.0,105,1.0,"HONESTLY, SERVICE IS OKAY BUT COULD BE BETER THANK YOU. PRICE IS A BIT HIGH COMPARED TO OTHERS IT WORKS, NOT AMAZING, NOT TERRIIBLE"
C3765,2.0,114,1.0,Good value for the money Support agent was kind and solved my issue quickly Everything works fine for our family Thank you.!
C2440,4.0,143,5.0,INSTALLATION TOOK LONGER HAN EXPECTED
C0624,3.0,77,3.0,"HONESTLY, INSTALLATION TOOK LOGNER THAN EXPECTED"
C4032,5.0,171,2.0,"Occasional hiccups but nothing too bad Phone line is fine, internet varies Honestly, no issues lately, satisfied customer"
C4882,2.0,5,3.0,Speed never matches what was promised in the contrat
C2558,3.0,75,3.0,"onestly, email support replies after some days!!"
C4303,5.0,162,3.0,"Honestly, helpful chat support, fast reoslution"
C4065,1.0,154,3.0,PRICE IS A BIT HIGH COMPARED TO OTHERS THANK YOU.!
C3691,1.0,12,4.0,"Good service overall, ntohing major to complain about"
C1171,3.0,97,,Price is a bit high compared to otthers!!!
C0002,3.0,23,4.0,"Good service overall, nothing major to complain about Billing is clear and correct each month"
C0626,3.0,100,4.0,"Terrible experience, worst proider I used"
C5262,2.0,109,2.0,"Honestly, good value for hte money Honestly, no issues lately, satisfied customer Average experience so faar Support agent was kind and solved my issue quickly"
C4367,0.0,44,3.0,"Helpful chat support, ffast resolution Thank you."
C3414,1.0,82,2.0,"Honestly, everything works fine for our fmaily"
C4180,2.0,79,,"No issues lately, satisfied customer Thank you. Helpful chat support, fast resolution!"
C3254,5.0,116,2.0,Everything woorks fine for our family Thank you.!!
C0236,3.0,11,4.0,"Honestly, it works, not amazing, not terrile"
C0142,3.0,147,5.0,"Installation took longer than expected Installation took longer than expected Phone ine is fine, internet varies Email support replies after some days"
C1360,0.0,32,5.0,Service is okay bbut could be better
C1145,2.0,159,1.0,"Installation took longer than expectde Good serviec overall, nothing major to complain about Thank you."
C2397,2.0,51,1.0,"Support agent was kind and solved my issue quickly It works, not amazing, not terrible!!!"
C0217,3.0,31,,"PRICE IS A BIT HIGH COMPARED TO OTHERS HONESTLY, HAPPY WITH THE INTERNET SPEED ANND SUPPORT"
C5268,2.0,141,5.0,Installation took longer than epected!!!
C0954,1.0,99,1.0,"Terrible experience, worst provider I used Terrible experience, worst provider I used Billing errors keep happening, I am really tired of this Latency and disconnects make it impossible to work"
C4651,0.0,98,3.0,"HONESTLY, PHONE LINE IS FINNE, INTERNET VARIES"
C3983,1.0,33,5.0,"Support agent was kind and solved my issue quickly Phone line is fine, nternet varies"
C3990,2.0,29,2.0,"Billing errors keep happening, I am really tired of this Price is a bit high compared to oters"
C4740,3.0,151,5.0,"Helpful chat support, fast resolution Good value for the money"
C3965,1.0,62,4.0,Priec is a bit high compared to others Thank you.!!!
C2346,2.0,19,,"Too expensive fr poor quality, thinking to cancel"
C0155,4.0,161,,"Helpful chat support, fast resolution Price is a bt high compared to others No issues lately, satisfied customer"
