customerID,gender,SeniorCitizen,Partner,Dependents,tenure,Region,Age,Churn
C4171,Female,0,No,Yes,11,East,23.0,No
C4172,Male,0,No,Yes,15,West,79.0,Yes
C4173,Female,0,No,,12,South,44.0,No
C4174,Male,0,Yes,No,36,East,43.0,No
C4175,Female,0,No,No,23,North,30.0,Yes
C4176,Male,0,No,No,27,West,35.0,No
C4177,Male,1,No,No,14,South,,No
C4178,Male,0,No,Yes,54,West,23.0,No
C4179,Female,0,No,Yes,27,South,45.0,No
C4180,Male,1,Yes,No,21,North,22.0,No
C4181,Male,0,No,No,49,North,76.0,No
C4182,Male,0,Yes,No,62,West,90.0,No
C4183,Male,0,Yes,No,72,South,62.0,No
C4184,Male,0,No,Yes,44,North,70.0,Yes
C4185,Female,0,Yes,No,44,North,19.0,Yes
C4186,Female,0,Yes,No,61,South,66.0,No
C4187,Female,0,No,No,42,North,,No
C4188,Female,1,No,Yes,23,East,80.0,No
C4189,Female,0,No,No,1,North,87.0,No
C4190,Female,1,No,Yes,36,East,75.0,No
C4191,Female,1,No,No,55,North,21.0,Yes
C4192,Male,0,Yes,Yes,16,South,47.0,No
C4193,Female,0,No,No,18,East,74.0,No
C4194,Male,0,Yes,No,38,North,64.0,No
C4195,Male,0,Yes,No,67,South,35.0,No
C4196,Female,0,No,No,20,South,61.0,No
C4197,Male,1,No,Yes,19,North,69.0,No
C4198,Male,0,Yes,No,13,East,66.0,No
C4199,Male,0,Yes,No,17,East,47.0,No
C4200,Male,0,No,No,30,East,69.0,Yes
C4201,Female,0,No,No,43,North,54.0,No
C4202,Female,0,,No,48,South,80.0,No
C4203,Female,0,Yes,No,43,North,29.0,No
C4204,Female,0,No,No,66,East,34.0,Yes
C4205,Female,0,Yes,No,53,South,51.0,No
C4206,Female,0,Yes,Yes,72,South,45.0,No
C4207,Female,0,No,Yes,34,West,21.0,No
C4208,Female,0,No,Yes,72,North,63.0,No
C4209,Female,0,Yes,Yes,71,West,31.0,No
C4210,Female,0,Yes,No,13,North,30.0,Yes
C4211,Male,0,No,Yes,56,West,75.0,No
C4212,Female,0,Yes,Yes,59,South,66.0,No
C4213,Male,1,Yes,No,32,West,67.0,No
C4214,Male,0,Yes,No,54,North,84.0,No
C4215,Male,0,Yes,No,2,South,38.0,No
C4216,Male,1,Yes,No,37,South,68.0,No
C4217,Female,0,No,Yes,33,West,55.0,No
C4218,Male,0,No,Yes,1,West,43.0,Yes
C4219,Female,1,,Yes,28,North,23.0,No
C4220,Female,0,No,No,17,East,35.0,No
C4221,Male,0,No,No,57,East,23.0,No
C4222,Female,1,No,,70,North,58.0,No
C4223,Male,0,No,Yes,52,North,74.0,No
C4224,Male,0,Yes,No,44,West,67.0,No
C4225,Female,0,No,,47,South,42.0,No
C4226,Female,0,Yes,No,13,North,65.0,No
C4227,Male,0,No,No,30,North,41.0,No
C4228,Female,0,No,No,66,South,47.0,No
C4229,Female,1,No,No,53,East,62.0,No
C4230,Female,1,No,No,18,South,,No
C4231,Male,1,,No,28,South,89.0,No
C4232,Male,0,Yes,No,4,North,73.0,No
C4233,Female,0,Yes,No,42,South,90.0,No
C4234,Female,1,Yes,No,6,North,87.0,No
C4235,Female,1,Yes,No,9,West,50.0,No
C4236,Female,0,Yes,No,20,North,62.0,No
C4237,Female,0,Yes,Yes,38,West,24.0,No
C4238,Male,0,No,,68,South,35.0,No
C4239,Female,0,Yes,No,50,South,87.0,No
C4240,Male,0,Yes,No,60,South,62.0,No
C4241,Female,1,Yes,No,13,East,54.0,Yes
C4242,Male,0,No,Yes,42,West,38.0,No
C4243,Female,0,Yes,Yes,68,South,61.0,No
C4244,Male,0,No,No,25,North,47.0,No
C4245,Female,0,Yes,Yes,31,East,28.0,No
C4246,Male,0,No,Yes,12,North,25.0,No
C4247,Male,0,No,Yes,64,East,22.0,No
C4248,Male,0,Yes,Yes,61,North,25.0,No
C4249,Male,0,Yes,No,53,East,,No
C4250,Male,0,Yes,No,26,East,27.0,No
C4251,Male,0,No,No,61,North,32.0,No
C4252,Female,0,Yes,No,10,East,73.0,Yes
C4253,Male,1,No,Yes,12,South,72.0,No
C4254,Female,0,No,Yes,22,North,20.0,No
C4255,Female,0,No,No,53,South,58.0,No
C4256,Female,0,Yes,,21,South,27.0,No
C4257,Female,1,Yes,Yes,35,North,24.0,No
C4258,Female,0,No,Yes,71,West,80.0,No
C4259,Male,0,No,Yes,27,East,,No
C4260,Male,0,No,No,60,North,43.0,No
C4261,Male,0,No,Yes,47,West,51.0,No
C4262,Female,1,No,No,66,South,89.0,Yes
C4263,Male,0,No,,15,East,56.0,No
C4264,Male,0,No,No,24,South,77.0,No
C4265,Male,0,Yes,No,10,East,86.0,No
C4266,Male,1,No,No,24,East,43.0,No
C4267,Male,0,Yes,Yes,57,East,79.0,No
C4268,Female,0,Yes,Yes,34,North,27.0,No
C4269,Male,0,No,No,41,South,71.0,Yes
C4270,Female,0,Yes,No,40,South,,No
C4271,Female,0,Yes,,11,North,55.0,No
C4272,Female,0,Yes,No,1,South,42.0,Yes
C4273,Female,0,No,,30,East,82.0,No
C4274,Female,1,No,No,43,West,67.0,No
C4275,Male,0,No,Yes,26,South,41.0,No
C4276,Male,0,Yes,Yes,53,North,44.0,Yes
C4277,Male,0,Yes,,47,West,67.0,No
C4278,Female,0,Yes,No,9,West,67.0,Yes
C4279,Male,0,Yes,No,9,South,32.0,No
C4280,Male,0,No,No,1,North,34.0,Yes
C4281,Female,0,Yes,No,71,East,46.0,No
C4282,Female,0,Yes,Yes,44,West,22.0,No
C4283,Female,0,Yes,,59,North,28.0,Yes
C4284,Female,1,,No,56,East,69.0,No
C4285,Male,0,Yes,No,51,East,51.0,No
C4286,Female,1,No,No,16,South,50.0,Yes
C4287,Female,0,No,No,38,East,66.0,No
C4288,Male,0,No,No,11,South,48.0,No
C4289,Male,0,No,Yes,25,East,35.0,No
C4290,Female,1,Yes,No,59,East,22.0,No
C4291,Male,0,No,Yes,29,North,47.0,No
C4292,Female,0,No,Yes,40,East,62.0,No
C4293,Female,0,Yes,Yes,8,East,55.0,Yes
C4294,Male,0,No,Yes,6,West,46.0,Yes
C4295,Male,0,No,Yes,45,South,53.0,No
C4296,Female,0,Yes,Yes,53,North,26.0,No
C4297,Female,0,No,No,21,West,40.0,Yes
C4298,Female,0,No,No,57,East,20.0,No
C4299,Male,0,No,Yes,6,West,73.0,Yes
C4300,Female,0,No,Yes,63,North,57.0,No
C4301,Female,0,Yes,No,6,South,73.0,Yes
C4302,Female,1,Yes,Yes,53,North,75.0,Yes
C4303,Female,1,No,Yes,4,West,48.0,No
C4304,Female,1,,Yes,9,West,28.0,Yes
C4305,Male,0,No,Yes,69,East,59.0,Yes
C4306,Female,1,Yes,No,72,North,20.0,No
C4307,Female,0,Yes,No,4,North,74.0,No
C4308,Female,0,Yes,No,58,East,31.0,No
C4309,Female,0,Yes,Yes,37,East,63.0,No
C4310,Male,0,Yes,No,71,East,36.0,No
C4311,Male,1,Yes,No,6,South,77.0,Yes
C4312,Male,0,Yes,Yes,51,South,48.0,Yes
C4313,Female,0,Yes,Yes,50,North,53.0,No
C4314,Female,0,Yes,Yes,14,East,49.0,Yes
C4315,Male,0,No,No,11,South,80.0,No
C4316,Male,0,No,Yes,10,West,,Yes
C4317,Male,0,Yes,No,61,East,82.0,No
C4318,Female,1,No,Yes,13,South,19.0,Yes
C4319,Female,0,,Yes,34,South,87.0,No
C4320,Male,0,No,Yes,60,West,62.0,No
C4321,Male,0,Yes,Yes,51,North,42.0,No
C4322,Male,0,Yes,Yes,5,South,57.0,Yes
C4323,Female,1,No,No,32,West,35.0,No
C4324,Female,0,Yes,No,12,East,29.0,No
C4325,Female,0,,,52,East,41.0,No
C4326,Male,0,No,No,13,North,60.0,No
C4327,Male,0,,No,54,West,49.0,No
C4328,Female,0,Yes,No,54,North,,Yes
C4329,Male,0,Yes,No,41,North,62.0,Yes
C4330,Female,0,,,48,North,52.0,No
C4331,Male,0,No,Yes,51,North,26.0,No
C4332,Male,0,Yes,No,47,West,27.0,Yes
C4333,Male,0,No,No,50,East,82.0,No
C4334,Male,0,Yes,No,46,East,76.0,No
C4335,Female,0,Yes,,38,West,74.0,No
C4336,Male,1,Yes,No,13,North,27.0,Yes
C4337,Female,0,No,No,22,North,36.0,Yes
C4338,Female,0,No,Yes,2,East,67.0,No
C4339,Female,0,Yes,No,13,East,85.0,No
C4340,Male,1,No,No,57,South,,No
C4341,Female,0,No,Yes,34,North,46.0,No
C4342,Female,0,No,No,19,South,22.0,No
C4343,Female,0,No,,9,South,77.0,No
C4344,Male,1,,No,33,South,82.0,Yes
C4345,Male,1,Yes,No,27,North,45.0,No
C4346,Female,0,No,No,45,South,18.0,No
C4347,Male,0,Yes,Yes,2,South,46.0,Yes
C4348,Female,0,Yes,Yes,57,South,68.0,No
C4349,Female,0,Yes,Yes,57,West,53.0,No
C4350,Male,0,No,No,16,West,,Yes
C4351,Female,0,Yes,Yes,6,East,81.0,Yes
C4352,Male,0,No,No,14,West,31.0,Yes
C4353,Male,0,Yes,Yes,27,West,49.0,No
C4354,Female,0,No,Yes,38,South,26.0,No
C4355,Male,0,Yes,Yes,19,South,28.0,Yes
C4356,Male,0,No,Yes,37,West,65.0,No
C4357,Female,1,No,No,4,East,68.0,No
C4358,Female,0,No,No,58,North,21.0,No
C4359,Male,0,Yes,No,9,East,58.0,No
C4360,Male,0,No,No,40,North,42.0,No
C4361,Female,0,Yes,No,15,South,34.0,No
C4362,Male,0,Yes,No,4,North,64.0,Yes
C4363,Male,0,No,No,52,North,25.0,No
C4364,Male,1,No,No,18,North,75.0,No
C4365,Male,0,No,Yes,53,West,18.0,No
C4366,Male,0,No,No,59,South,19.0,No
C4367,Male,1,,No,54,North,27.0,No
C4368,Male,0,No,Yes,41,North,44.0,No
C4369,Female,1,Yes,No,60,East,30.0,No
C4370,Female,1,No,No,4,West,80.0,Yes
C4371,Female,0,,No,39,North,28.0,No
C4372,Female,0,No,No,7,North,31.0,Yes
C4373,Female,0,Yes,Yes,23,South,43.0,No
C4374,Male,0,No,,63,East,86.0,No
C4375,Male,0,Yes,No,65,South,56.0,No
C4376,Male,1,Yes,No,41,South,,No
C4377,Male,0,Yes,No,44,South,34.0,No
C4378,Female,0,No,No,45,South,,Yes
C4379,Male,0,Yes,Yes,69,West,44.0,No
C4380,Male,0,Yes,Yes,51,North,84.0,No
C4381,Female,0,Yes,No,65,North,85.0,No
C4382,Male,0,,No,54,West,64.0,Yes
C4383,Male,0,No,No,56,West,51.0,No
C4384,Female,0,No,No,72,North,35.0,No
C4385,Male,0,Yes,No,40,West,52.0,Yes
C4386,Male,0,No,Yes,58,East,35.0,No
C4387,Male,0,No,No,15,South,,No
C4388,Male,0,No,No,19,South,51.0,No
C4389,Male,0,No,Yes,10,South,50.0,No
C4390,Female,0,Yes,Yes,16,North,89.0,No
C4391,Female,0,No,No,43,South,,Yes
C4392,Female,0,Yes,,31,East,44.0,No
C4393,Female,0,Yes,Yes,16,West,,Yes
C4394,Female,0,No,Yes,28,South,,No
C4395,Female,0,No,Yes,62,South,88.0,No
C4396,Male,0,Yes,Yes,20,South,39.0,Yes
C4397,Female,0,Yes,No,35,East,51.0,No
C4398,Female,1,No,No,59,West,60.0,Yes
C4399,Male,0,No,No,9,South,33.0,No
C4400,Male,0,No,No,10,East,31.0,No
C4401,Female,0,Yes,No,45,South,56.0,No
C4402,Male,0,No,No,15,East,88.0,Yes
C4403,Female,1,Yes,No,30,North,29.0,No
C4404,Male,0,Yes,No,48,South,72.0,No
C4405,Female,1,Yes,No,40,South,23.0,No
C4406,Male,0,No,No,44,West,57.0,No
C4407,Male,0,,No,46,East,30.0,No
C4408,Female,0,No,Yes,6,West,86.0,No
C4409,Female,0,No,Yes,24,North,41.0,Yes
C4410,Female,0,,No,7,South,76.0,No
C4411,Female,0,Yes,No,6,South,63.0,No
C4412,Female,0,Yes,No,33,East,90.0,No
C4413,Male,0,,No,38,West,61.0,No
C4414,Female,1,No,,44,West,28.0,No
C4415,Female,0,No,No,17,East,78.0,No
C4416,Male,0,No,No,31,East,53.0,No
C4417,Male,0,No,Yes,37,West,89.0,No
C4418,Female,0,No,No,11,South,27.0,No
C4419,Male,0,No,No,5,West,18.0,No
C4420,Male,0,No,Yes,64,West,80.0,No
C4421,Female,1,No,,3,South,29.0,No
C4422,Male,0,No,No,56,East,22.0,No
C4423,Male,0,No,No,63,South,53.0,No
C4424,Female,0,Yes,No,38,North,34.0,No
C4425,Female,0,Yes,No,54,East,75.0,Yes
C4426,Male,0,Yes,No,2,North,39.0,No
C4427,Male,0,Yes,No,2,South,48.0,Yes
C4428,Female,0,No,No,12,West,43.0,No
C4429,Male,1,Yes,No,40,North,30.0,No
C4430,Male,0,Yes,No,2,North,80.0,Yes
C4431,Male,0,Yes,Yes,57,East,84.0,No
C4432,Female,0,No,Yes,47,South,80.0,No
C4433,Male,0,Yes,No,36,South,28.0,No
C4434,Male,0,Yes,Yes,4,South,86.0,No
C4435,Female,0,Yes,No,24,North,81.0,Yes
C4436,Male,0,Yes,No,62,North,,No
C4437,Male,1,No,No,2,West,49.0,No
C4438,Female,0,Yes,No,15,North,27.0,Yes
C4439,Female,0,No,Yes,49,South,71.0,No
C4440,Female,0,No,No,35,West,72.0,No
C4441,Female,0,No,No,47,West,79.0,No
C4442,Male,0,,Yes,24,North,72.0,No
C4443,Male,1,Yes,Yes,60,East,,No
C4444,Female,0,Yes,No,48,East,84.0,No
C4445,Female,0,,Yes,23,East,82.0,No
C4446,Male,0,No,No,12,West,34.0,Yes
C4447,Female,0,Yes,No,41,South,59.0,Yes
C4448,Male,1,Yes,No,29,North,76.0,No
C4449,Female,0,No,No,70,South,87.0,No
C4450,Male,0,,No,51,East,28.0,No
C4451,Female,0,Yes,No,23,East,45.0,No
C4452,Female,0,Yes,No,31,North,,No
C4453,Male,0,Yes,Yes,21,North,,No
C4454,Female,0,No,No,24,West,28.0,Yes
C4455,Male,0,No,No,72,North,75.0,No
C4456,Male,0,No,Yes,9,South,57.0,No
C4457,Male,1,No,No,22,West,21.0,Yes
C4458,Male,0,No,No,4,South,81.0,No
C4459,Male,0,Yes,No,3,North,65.0,No
C4460,Female,0,Yes,Yes,28,South,87.0,No
C4461,Female,0,,No,15,East,48.0,No
C4462,Male,1,No,No,8,South,19.0,No
C4463,Female,0,Yes,No,48,West,60.0,No
C4464,Male,0,No,No,52,South,58.0,No
C4465,Female,0,No,No,55,East,77.0,No
C4466,Female,0,Yes,Yes,37,North,63.0,No
C4467,Female,0,No,No,4,South,57.0,No
C4468,Female,0,Yes,Yes,55,East,,No
C4469,Male,1,No,Yes,12,North,62.0,No
C4470,Male,0,Yes,Yes,19,East,,Yes
C4471,Female,1,No,No,57,North,38.0,No
C4472,Female,0,No,No,37,North,20.0,No
C4473,Male,0,Yes,Yes,7,East,83.0,No
C4474,Female,0,No,Yes,55,East,28.0,No
C4475,Male,0,No,Yes,28,North,41.0,No
C4476,Male,0,No,No,37,West,67.0,No
C4477,Male,1,,,61,North,38.0,No
C4478,Female,1,No,No,39,North,42.0,Yes
C4479,Male,1,Yes,No,23,North,21.0,No
C4480,Female,0,Yes,No,52,North,60.0,No
C4481,Male,1,Yes,,11,North,64.0,No
C4482,Female,0,Yes,Yes,66,West,40.0,No
C4483,Female,0,No,,13,South,77.0,Yes
C4484,Female,0,Yes,,41,South,38.0,No
C4485,Male,0,,No,49,West,83.0,No
C4486,Male,0,No,,15,South,68.0,No
C4487,Female,0,No,Yes,56,North,32.0,Yes
C4488,Female,1,No,No,54,South,75.0,Yes
C4489,Female,0,Yes,Yes,31,North,,No
C4490,Male,0,No,Yes,61,South,76.0,No
C4491,Male,1,Yes,No,58,South,62.0,Yes
C4492,Male,0,No,No,60,East,,No
C4493,Male,1,No,No,53,East,52.0,No
C4494,Female,0,No,No,61,West,81.0,No
C4495,Female,0,Yes,No,42,East,44.0,No
C4496,Male,0,Yes,Yes,29,North,48.0,No
C4497,Male,0,Yes,No,27,North,29.0,No
C4498,Female,0,Yes,,44,East,62.0,No
C4499,Male,0,Yes,No,5,North,49.0,No
C4500,Male,0,No,No,52,North,71.0,No
C4501,Male,1,Yes,No,53,East,83.0,No
C4502,Male,0,No,No,52,South,49.0,No
C4503,Male,0,Yes,Yes,38,West,32.0,Yes
C4504,Male,0,Yes,Yes,44,South,,No
C4505,Female,0,No,,53,West,,No
C4506,Male,0,No,No,2,West,57.0,Yes
C4507,Male,1,Yes,No,54,North,89.0,No
C4508,Female,0,Yes,,35,East,66.0,No
C4509,Female,0,No,No,46,East,55.0,No
C4510,Female,0,Yes,No,72,East,73.0,No
C4511,Male,0,Yes,No,55,South,51.0,No
C4512,Female,1,No,Yes,72,South,18.0,No
C4513,Male,0,Yes,,11,South,27.0,No
C4514,Male,0,Yes,No,29,South,57.0,No
C4515,Male,0,No,Yes,69,West,33.0,No
C4516,Female,0,No,No,63,South,63.0,No
C4517,Female,0,Yes,No,47,North,41.0,No
C4518,Female,0,No,No,7,North,31.0,No
C4519,Female,1,Yes,No,64,West,56.0,No
C4520,Female,1,No,Yes,64,East,35.0,No
C4521,Male,0,No,No,12,West,,No
C4522,Male,0,Yes,No,12,West,73.0,Yes
C4523,Male,0,Yes,Yes,36,West,53.0,No
C4524,Male,1,,No,29,East,41.0,Yes
C4525,Female,1,No,Yes,11,North,46.0,No
C4526,Female,1,No,No,53,North,39.0,No
C4527,Male,0,Yes,No,70,East,28.0,No
C4528,Female,0,Yes,No,47,South,58.0,No
C4529,Female,0,Yes,No,33,East,66.0,No
C4530,Male,0,Yes,No,67,South,28.0,No
C4531,Male,0,Yes,Yes,43,East,69.0,Yes
C4532,Female,0,No,No,18,North,84.0,No
C4533,Female,0,No,Yes,53,North,25.0,No
C4534,Male,0,No,Yes,39,East,48.0,No
C4535,Male,0,,No,72,North,23.0,No
C4536,Male,0,No,No,34,East,88.0,No
C4537,Female,1,No,No,37,East,30.0,No
C4538,Male,0,No,,41,West,23.0,No
C4539,Male,0,Yes,No,49,West,84.0,No
C4540,Female,0,Yes,No,10,South,44.0,No
C4541,Female,0,Yes,Yes,40,East,62.0,No
C4542,Female,0,No,No,18,North,43.0,No
C4543,Female,0,No,Yes,25,South,21.0,No
C4544,Female,0,Yes,No,41,East,54.0,No
C4545,Male,0,No,No,36,East,38.0,No
C4546,Male,1,No,No,2,South,45.0,Yes
C4547,Female,0,Yes,Yes,49,North,49.0,No
C4548,Female,0,Yes,Yes,67,West,70.0,No
C4549,Female,0,Yes,Yes,53,South,50.0,No
C4550,Female,1,Yes,Yes,19,West,43.0,Yes
C4551,Female,0,No,Yes,26,East,34.0,No
C4552,Male,1,No,Yes,54,South,73.0,No
C4553,Male,1,No,Yes,51,North,47.0,No
C4554,Male,1,No,No,25,North,,No
C4555,Male,1,No,No,17,West,23.0,No
C4556,Female,0,No,Yes,61,West,79.0,No
C4557,Male,0,No,No,46,East,,No
C4558,Female,1,No,Yes,55,South,87.0,No
C4559,Female,0,No,No,50,East,27.0,No
C4560,Female,0,Yes,No,11,South,61.0,No
C4561,Male,0,No,Yes,12,East,73.0,No
C4562,Female,0,Yes,Yes,40,South,21.0,No
C4563,Male,1,No,Yes,48,West,30.0,No
C4564,Male,0,Yes,No,56,East,,No
C4565,Female,0,Yes,No,8,South,87.0,No
C4566,Female,1,No,Yes,14,West,79.0,No
C4567,Female,0,Yes,No,56,South,26.0,No
C4568,Male,0,Yes,Yes,54,North,63.0,No
C4569,Female,0,Yes,Yes,17,North,73.0,Yes
C4570,Male,0,No,,45,East,57.0,No
C4571,Female,0,No,No,5,West,84.0,No
C4572,Female,0,No,No,3,West,79.0,No
C4573,Male,0,No,No,9,East,63.0,No
C4574,Male,0,Yes,No,20,North,23.0,No
C4575,Male,0,Yes,Yes,21,North,46.0,Yes
C4576,Male,0,Yes,No,33,South,36.0,No
C4577,Male,0,No,No,5,West,32.0,No
C4578,Male,0,No,No,24,West,74.0,No
C4579,Female,0,Yes,No,63,North,55.0,No
C4580,Female,0,Yes,Yes,26,West,38.0,No
C4581,Male,0,Yes,Yes,33,East,68.0,No
C4582,Female,0,No,Yes,18,North,56.0,No
C4583,Male,1,Yes,No,18,East,37.0,No
C4584,Female,0,Yes,No,38,West,19.0,Yes
C4585,Female,0,Yes,,33,South,49.0,No
C4586,Male,0,No,No,27,West,21.0,No
C4587,Male,1,No,,49,North,24.0,No
C4588,Male,0,Yes,No,50,North,20.0,No
C4589,Female,0,No,No,15,North,42.0,Yes
C4590,Male,0,No,No,52,West,26.0,No
C4591,Female,0,No,No,68,South,43.0,No
C4592,Male,0,Yes,No,19,West,81.0,No
C4593,Female,0,No,No,25,East,35.0,No
C4594,Female,0,No,No,25,South,19.0,No
C4595,Male,0,Yes,No,33,West,18.0,No
C4596,Female,0,No,Yes,60,South,65.0,No
C4597,Female,0,Yes,No,37,West,80.0,No
C4598,Male,0,Yes,Yes,43,North,53.0,No
C4599,Female,0,Yes,,9,East,80.0,No
C4600,Male,0,Yes,Yes,14,East,43.0,No
C4601,Male,0,Yes,No,3,West,23.0,Yes
C4602,Male,1,Yes,No,69,North,43.0,No
C4603,Male,0,No,Yes,56,East,60.0,No
C4604,Female,1,,Yes,26,South,18.0,No
C4605,Female,0,Yes,,53,South,26.0,No
C4606,Female,1,,No,41,North,44.0,Yes
C4607,Male,0,No,Yes,21,North,88.0,No
C4608,Female,0,Yes,Yes,39,West,20.0,Yes
C4609,Female,1,Yes,No,23,East,78.0,No
C4610,Male,0,No,No,58,South,90.0,No
C4611,Male,0,No,Yes,69,West,19.0,No
C4612,Female,0,Yes,No,29,North,48.0,No
C4613,Male,0,Yes,No,62,East,82.0,No
C4614,Male,0,No,Yes,53,West,35.0,No
C4615,Male,0,No,No,45,West,23.0,No
C4616,Male,0,Yes,Yes,27,South,59.0,No
C4617,Female,0,No,Yes,34,East,85.0,No
C4618,Male,0,Yes,,14,South,21.0,Yes
C4619,Male,0,Yes,No,41,West,21.0,Yes
C4620,Male,0,Yes,No,60,East,82.0,Yes
C4621,Male,1,No,No,42,West,58.0,Yes
C4622,Male,0,Yes,Yes,51,North,,No
C4623,Male,0,Yes,Yes,11,East,72.0,No
C4624,Male,0,No,No,35,East,36.0,Yes
C4625,Male,0,No,Yes,19,East,38.0,No
C4626,Female,0,,Yes,65,East,75.0,No
C4627,Male,0,Yes,No,61,West,47.0,No
C4628,Female,0,No,No,47,West,24.0,Yes
C4629,Male,0,No,Yes,14,North,86.0,No
C4630,Male,0,Yes,No,67,West,81.0,No
C4631,Male,0,No,Yes,52,North,19.0,No
C4632,Male,0,Yes,No,32,East,84.0,No
C4633,Female,0,No,No,10,West,26.0,No
C4634,Male,1,Yes,No,17,North,40.0,Yes
C4635,Male,0,No,,40,West,31.0,Yes
C4636,Female,0,Yes,No,68,West,71.0,Yes
C4637,Female,0,No,,63,East,62.0,No
C4638,Male,0,No,,15,South,33.0,Yes
C4639,Female,0,Yes,No,39,South,89.0,Yes
C4640,Female,0,No,No,57,West,74.0,No
C4641,Female,0,Yes,No,10,North,25.0,Yes
C4642,Male,0,No,No,71,East,42.0,No
C4643,Male,0,No,Yes,17,North,58.0,No
C4644,Male,0,No,No,17,North,79.0,Yes
C4645,Female,0,No,Yes,16,West,35.0,Yes
C4646,Male,0,No,Yes,3,South,67.0,No
C4647,Female,0,Yes,No,51,West,58.0,No
C4648,Male,0,Yes,No,46,East,51.0,No
C4649,Male,0,No,No,55,East,29.0,No
C4650,Female,1,No,No,26,North,59.0,No
C4651,Male,0,No,No,31,West,72.0,No
C4652,Female,0,No,Yes,72,North,76.0,No
C4653,Female,0,Yes,No,19,East,68.0,No
C4654,Male,1,Yes,,68,South,70.0,Yes
C4655,Female,0,Yes,Yes,15,South,26.0,No
C4656,Male,0,No,Yes,58,East,20.0,No
C4657,Male,0,Yes,Yes,30,East,25.0,Yes
C4658,Female,0,Yes,,48,North,76.0,No
C4659,Male,0,No,No,56,South,47.0,No
C4660,Female,0,,Yes,42,West,84.0,No
C4661,Male,0,No,Yes,24,South,72.0,No
C4662,Male,0,,Yes,52,North,51.0,No
C4663,Male,0,No,No,43,South,60.0,No
C4664,Male,0,Yes,No,34,North,45.0,No
C4665,Male,0,No,No,60,North,54.0,No
C4666,Female,0,Yes,No,3,South,47.0,No
C4667,Female,0,No,No,68,East,88.0,No
C4668,Female,0,No,No,11,North,,No
C4669,Female,0,No,Yes,13,East,46.0,Yes
C4670,Female,0,Yes,No,50,West,19.0,No
C4671,Female,0,Yes,Yes,19,West,74.0,No
C4672,Male,0,No,Yes,44,West,74.0,No
C4673,Male,0,Yes,No,33,South,59.0,No
C4674,Female,0,No,No,38,North,66.0,No
C4675,Female,0,No,No,3,West,74.0,Yes
C4676,Male,0,,Yes,65,North,88.0,No
C4677,Male,0,No,No,35,North,35.0,No
C4678,Male,0,No,Yes,36,East,87.0,No
C4679,Female,0,Yes,Yes,38,North,44.0,No
C4680,Female,0,Yes,Yes,39,West,71.0,No
C4681,Female,0,No,No,25,West,,No
C4682,Male,0,No,No,64,West,51.0,No
C4683,Male,1,No,No,13,West,39.0,No
C4684,Female,0,No,Yes,68,North,80.0,No
C4685,Female,0,Yes,Yes,70,East,53.0,No
C4686,Male,0,Yes,Yes,1,South,78.0,No
C4687,Male,0,Yes,No,72,East,59.0,No
C4688,Male,0,No,No,54,North,50.0,No
C4689,Male,0,Yes,No,9,East,26.0,Yes
C4690,Female,0,,No,36,West,42.0,Yes
C4691,Male,0,No,Yes,37,North,30.0,No
C4692,Male,0,Yes,Yes,59,North,64.0,No
C4693,Male,0,No,No,21,North,62.0,Yes
C4694,Female,0,No,No,20,South,22.0,No
C4695,Female,0,Yes,No,1,South,48.0,No
C4696,Male,1,Yes,No,59,West,48.0,No
C4697,Male,0,No,,28,South,88.0,No
C4698,Male,0,Yes,Yes,71,South,58.0,No
C4699,Female,0,Yes,Yes,56,East,63.0,No
C4700,Female,0,,No,9,South,69.0,No
C4701,Female,0,Yes,,65,South,22.0,No
C4702,Male,1,No,Yes,36,West,29.0,No
C4703,Female,0,Yes,Yes,34,West,38.0,Yes
C4704,Male,1,No,No,32,North,26.0,No
C4705,Male,0,Yes,No,66,North,34.0,No
C4706,Male,0,No,Yes,25,North,41.0,No
C4707,Female,1,No,No,51,South,44.0,Yes
C4708,Male,0,No,Yes,63,South,,No
C4709,Female,0,No,No,45,East,,No
C4710,Female,0,Yes,Yes,26,West,79.0,No
C4711,Male,1,No,,21,North,46.0,Yes
C4712,Male,0,Yes,No,51,East,,No
C4713,Female,1,Yes,Yes,24,South,51.0,No
C4714,Male,0,No,No,12,East,77.0,Yes
C4715,Female,0,Yes,Yes,11,East,48.0,No
C4716,Male,1,No,No,27,West,21.0,No
C4717,Female,0,Yes,No,23,North,,Yes
C4718,Female,1,No,Yes,33,North,71.0,No
C4719,Female,0,No,Yes,38,East,18.0,No
C4720,Female,0,No,No,55,South,,No
C4721,Male,0,No,Yes,70,North,90.0,No
C4722,Male,0,No,No,42,North,48.0,No
C4723,Female,0,No,Yes,29,East,62.0,No
C4724,Female,1,Yes,No,34,South,77.0,No
C4725,Male,1,No,No,57,West,90.0,No
C4726,Male,0,Yes,No,3,South,59.0,No
C4727,Male,1,Yes,Yes,6,North,44.0,No
C4728,Male,1,Yes,Yes,48,East,75.0,Yes
C4729,Male,0,Yes,,64,North,86.0,Yes
C4730,Male,0,No,Yes,13,South,90.0,No
C4731,Female,1,No,No,36,South,51.0,No
C4732,Male,0,,No,70,South,27.0,No
C4733,Male,1,No,No,33,West,83.0,No
C4734,Female,1,Yes,No,57,North,42.0,No
C4735,Male,1,Yes,Yes,55,West,20.0,No
C4736,Male,0,Yes,Yes,13,West,,Yes
