customerID,ContractType,MonthlyCharges,TotalCharges,PaymentMethod,InternetService
C1755,Month-to-month,65.53,408.33,Electronic check,DSL
C2197,Month-to-month,105.54,5386.8,Credit card,Fiber optic
C4116,Month-to-month,121.21,4925.6,Electronic check,DSL
C3479,Month-to-month,42.44,488.53,Bank transfer,DSL
C2098,Month-to-month,115.68,4348.27,Credit card,None
C1139,Month-to-month,97.88,1001.9,Electronic check,DSL
C3546,Two year,83.58,1745.21,Credit card,
C1127,One year,109.0,3218.51,Electronic check,Fiber optic
C0512,Month-to-month,32.17,1582.4,Bank transfer,None
C5032,Month-to-month,49.0,2927.66,Bank transfer,None
C0947,One year,34.42,2133.21,Electronic check,Fiber optic
C0209,Month-to-month,118.56,6551.56,Electronic check,None
C1647,One year,30.87,2331.28,Electronic check,Fiber optic
C4924,Month-to-month,127.79,7012.9,Electronic check,Fiber optic
C0287,One year,32.09,114.36,Electronic check,Fiber optic
C0249,Month-to-month,92.8,4337.62,Bank transfer,DSL
C5102,One year,92.65,1677.61,Credit card,Fiber optic
C2224,Month-to-month,122.44,5552.42,Bank transfer,DSL
C2982,Month-to-month,55.54,2246.05,Bank transfer,DSL
C3705,Month-to-month,56.52,3920.06,Bank transfer,Fiber optic
C4231,Month-to-month,113.09,1496.34,Electronic check,Fiber optic
C4719,Month-to-month,127.64,27.51,Credit card,Fiber optic
C0821,Month-to-month,23.32,446.85,Electronic check,Fiber optic
C2358,Month-to-month,89.88,6672.54,Electronic check,Fiber optic
C2810,One year,46.8,3671.67,Electronic check,DSL
C1291,One year,100.08,4302.16,Credit card,None
C1321,Two year,105.0,3488.25,Electronic check,Fiber optic
C5306,Month-to-month,103.88,5764.66,Electronic check,DSL
C5204,Month-to-month,67.91,2589.97,Electronic check,DSL
C1201,One year,37.36,2302.59,Electronic check,Fiber optic
C1923,Month-to-month,84.32,5740.27,Credit card,Fiber optic
C2122,One year,106.79,1830.71,Credit card,None
C0045,Two year,120.34,1923.43,Electronic check,DSL
C3316,Month-to-month,69.79,5729.07,Electronic check,None
C0405,Month-to-month,47.02,1534.79,Bank transfer,Fiber optic
C2138,One year,33.07,1591.42,Mailed check,Fiber optic
C4133,One year,107.74,4867.91,Bank transfer,None
C0264,Month-to-month,78.88,2670.55,Credit card,None
C2131,Month-to-month,94.16,2878.25,Bank transfer,
C2190,Two year,37.52,,Electronic check,DSL
C0251,Month-to-month,20.72,1145.2,Mailed check,DSL
C0088,Month-to-month,126.43,4694.11,Electronic check,Fiber optic
C5019,Two year,109.2,5012.82,Credit card,DSL
C4778,Two year,64.0,235.06,Mailed check,Fiber optic
C0345,Month-to-month,70.29,33.65,Electronic check,
C2129,Month-to-month,122.2,,Electronic check,
C4338,One year,42.84,1630.05,Bank transfer,Fiber optic
C3506,Month-to-month,108.31,6085.07,Credit card,
C3077,Month-to-month,21.97,647.58,Mailed check,DSL
C1898,Two year,116.33,4221.26,Credit card,Fiber optic
C4836,One year,84.82,3394.24,Electronic check,Fiber optic
C0784,One year,72.53,1641.55,Bank transfer,DSL
C3864,One year,97.71,2181.5,Credit card,DSL
C4397,One year,27.44,1591.13,Credit card,DSL
C2014,Two year,41.51,1972.27,Electronic check,Fiber optic
C0725,Month-to-month,64.77,1303.14,Bank transfer,Fiber optic
C2992,One year,87.97,2636.97,Mailed check,DSL
C0384,One year,35.9,43.81,Credit card,Fiber optic
C2623,Two year,61.74,1023.63,Electronic check,Fiber optic
C1772,One year,48.7,392.54,Electronic check,Fiber optic
C5445,Two year,91.01,4466.51,Electronic check,None
C2548,Month-to-month,121.12,2522.43,Credit card,DSL
C2597,Month-to-month,38.26,987.54,Bank transfer,DSL
C1258,Month-to-month,40.82,526.36,Electronic check,Fiber optic
C3891,Month-to-month,86.06,292.33,Credit card,None
C3414,Month-to-month,69.89,3888.97,Credit card,Fiber optic
C0504,Month-to-month,98.99,4890.37,Electronic check,DSL
C4753,Two year,51.67,393.55,Electronic check,None
C4597,Month-to-month,79.93,2803.37,Credit card,Fiber optic
C1022,Month-to-month,62.55,3708.73,Bank transfer,Fiber optic
C0844,Two year,50.94,3892.28,Credit card,Fiber optic
C5431,Month-to-month,100.22,1394.86,Bank transfer,DSL
C0982,Month-to-month,107.55,5815.43,Electronic check,Fiber optic
C3332,Month-to-month,56.18,4348.68,Mailed check,Fiber optic
C3608,Month-to-month,88.53,2356.04,Credit card,None
C2596,Two year,39.65,768.68,Electronic check,DSL
C5407,Two year,107.01,,Mailed check,Fiber optic
C2844,Two year,50.94,,Mailed check,Fiber optic
C1857,Two year,38.81,775.16,Electronic check,None
C0409,Month-to-month,123.4,4153.07,Credit card,DSL
C3965,One year,66.47,,Electronic check,Fiber optic
C3472,One year,90.78,2275.39,Electronic check,Fiber optic
C3770,Two year,109.01,1306.33,Electronic check,Fiber optic
C1292,Month-to-month,95.48,3479.99,Electronic check,None
C1114,Month-to-month,82.11,5975.78,Bank transfer,
C3103,Month-to-month,60.88,367.61,Credit card,Fiber optic
C1633,Month-to-month,121.04,2806.97,Mailed check,Fiber optic
C1461,One year,34.69,2382.06,Electronic check,DSL
C0736,Month-to-month,117.23,3285.11,Bank transfer,DSL
C4117,Month-to-month,98.08,7911.59,Bank transfer,DSL
C1116,One year,82.86,2152.68,Bank transfer,Fiber optic
C4005,Month-to-month,55.72,2478.69,Credit card,DSL
C0705,Month-to-month,36.06,2393.43,Bank transfer,Fiber optic
C3935,Two year,68.75,4228.38,Bank transfer,DSL
C5282,One year,106.21,4769.2,Mailed check,Fiber optic
C5079,One year,101.98,7360.77,Credit card,DSL
C4378,Two year,91.0,3636.51,Bank transfer,DSL
C0554,Month-to-month,129.17,7689.9,Electronic check,DSL
C3263,Month-to-month,126.99,1757.32,Mailed check,None
C5438,Month-to-month,64.0,1249.8,Bank transfer,DSL
C5405,Month-to-month,41.18,2545.39,Credit card,DSL
C2814,One year,71.02,2087.8,Electronic check,None
C4031,Month-to-month,112.9,62.64,Credit card,Fiber optic
C3300,Month-to-month,70.44,1637.06,Credit card,Fiber optic
C4440,Two year,56.96,528.37,Credit card,None
C2297,Month-to-month,101.54,,Electronic check,Fiber optic
C1869,Two year,91.52,5364.33,Credit card,Fiber optic
C3600,Month-to-month,126.56,,Electronic check,Fiber optic
C0733,One year,80.42,5358.01,Electronic check,Fiber optic
C1571,Two year,126.42,3188.17,Electronic check,None
C2222,Two year,52.0,3373.07,Electronic check,None
C2878,Month-to-month,115.13,3036.6,Electronic check,Fiber optic
C4594,Month-to-month,58.6,627.99,Credit card,DSL
C5333,Month-to-month,109.06,2251.98,Credit card,None
C0508,One year,121.86,10454.18,Electronic check,DSL
C4207,Month-to-month,88.55,2548.78,Credit card,Fiber optic
C2036,One year,100.14,3124.12,Bank transfer,DSL
C3178,Month-to-month,125.45,,Mailed check,DSL
C3567,Month-to-month,61.27,2380.48,Electronic check,Fiber optic
C1510,Month-to-month,76.27,5940.43,Electronic check,DSL
C4346,Two year,118.81,3115.0,Credit card,DSL
C0450,One year,94.01,,Electronic check,DSL
C1180,Month-to-month,116.1,734.22,Bank transfer,Fiber optic
C1588,One year,88.01,2624.98,Bank transfer,Fiber optic
C0727,Month-to-month,101.37,7632.3,Credit card,Fiber optic
C2983,One year,21.44,1363.47,Electronic check,Fiber optic
C4081,Month-to-month,57.36,1390.69,Bank transfer,Fiber optic
C3545,One year,104.75,1372.91,Electronic check,
C5069,One year,64.44,1106.78,Electronic check,Fiber optic
C3872,Month-to-month,59.91,339.42,Electronic check,Fiber optic
C5180,Month-to-month,124.67,6486.46,Mailed check,DSL
C3078,Month-to-month,80.78,1619.1,Electronic check,Fiber optic
C4951,Month-to-month,41.17,,Bank transfer,DSL
C1811,Two year,71.94,297.17,Bank transfer,DSL
C3162,Month-to-month,77.05,68.89,Credit card,Fiber optic
C4929,Month-to-month,128.76,392.99,Bank transfer,DSL
C4423,One year,99.0,803.0,Bank transfer,DSL
C3642,Month-to-month,77.13,2756.95,Electronic check,DSL
C4961,Month-to-month,67.52,4232.53,Credit card,DSL
C2228,Month-to-month,120.7,832.2,Bank transfer,
C1884,One year,91.05,,Electronic check,Fiber optic
C4427,One year,59.17,,Credit card,DSL
C5345,Two year,71.11,770.79,Credit card,None
C1009,Month-to-month,50.59,1411.94,Bank transfer,None
C2550,Month-to-month,125.65,,Bank transfer,Fiber optic
C0633,Two year,97.21,1539.42,Electronic check,DSL
C1938,One year,63.15,2637.97,Credit card,None
C1005,Two year,40.15,1685.27,Electronic check,Fiber optic
C3133,Month-to-month,39.47,1743.11,Electronic check,DSL
C0185,Month-to-month,72.55,2079.26,Credit card,Fiber optic
C4922,Month-to-month,71.43,1085.96,Bank transfer,DSL
C2062,Month-to-month,65.96,,Electronic check,Fiber optic
C1233,Month-to-month,113.7,5427.97,Credit card,Fiber optic
C4466,Month-to-month,127.71,7942.09,Mailed check,DSL
C0041,Month-to-month,59.03,607.05,Electronic check,DSL
C1079,Two year,52.41,347.28,Electronic check,None
C0979,Month-to-month,104.71,4226.02,Bank transfer,Fiber optic
C0002,Month-to-month,69.48,820.59,Electronic check,DSL
C1861,Two year,43.93,2973.56,Credit card,Fiber optic
C4037,Month-to-month,39.9,2177.32,Bank transfer,DSL
C0413,Month-to-month,50.86,1518.92,Bank transfer,None
C2579,Two year,20.15,1120.49,Electronic check,Fiber optic
C4656,Month-to-month,123.56,9325.19,Electronic check,Fiber optic
C1469,Two year,67.33,4367.11,Electronic check,None
C5000,One year,29.11,,Electronic check,None
C0663,Month-to-month,38.15,1365.88,Credit card,DSL
C2511,Two year,55.57,1868.23,Electronic check,None
C3237,One year,80.69,1704.3,Electronic check,DSL
C4013,One year,97.41,4030.97,Electronic check,Fiber optic
C3148,Month-to-month,53.86,604.86,Mailed check,DSL
C1701,Month-to-month,125.34,,Electronic check,Fiber optic
C4057,Month-to-month,103.63,3439.55,Electronic check,Fiber optic
C3136,Month-to-month,110.84,4470.46,Electronic check,Fiber optic
C1078,Month-to-month,55.6,3198.36,Mailed check,None
C4254,Month-to-month,61.91,454.98,Electronic check,Fiber optic
C3002,Month-to-month,79.19,3762.83,Bank transfer,Fiber optic
C3210,Month-to-month,69.69,5251.49,Electronic check,Fiber optic
C2638,Month-to-month,48.59,876.51,Electronic check,Fiber optic
C1748,One year,129.7,,Electronic check,Fiber optic
C0811,Month-to-month,113.32,5255.56,Bank transfer,None
C4420,Month-to-month,46.18,957.74,Credit card,DSL
C0207,Month-to-month,118.16,9051.92,Credit card,Fiber optic
C2182,Two year,84.56,2316.77,Credit card,DSL
C2619,One year,21.38,1707.02,Electronic check,Fiber optic
C4892,Two year,58.08,3519.78,Electronic check,None
C4008,One year,22.83,1695.2,Credit card,DSL
C2743,Month-to-month,29.65,231.88,Electronic check,None
C4108,Month-to-month,39.69,988.53,Mailed check,Fiber optic
C4829,One year,73.28,960.26,Mailed check,Fiber optic
C0998,Month-to-month,61.94,5029.01,Electronic check,Fiber optic
C1330,Month-to-month,36.39,632.04,Credit card,DSL
C0650,One year,63.4,21.38,Electronic check,None
C4652,Month-to-month,53.48,36.13,Electronic check,DSL
C1449,Two year,65.12,2444.11,Credit card,Fiber optic
C1151,Month-to-month,38.95,1061.51,Bank transfer,None
C5363,One year,87.07,5099.45,Electronic check,DSL
C2929,Two year,24.9,1511.64,Electronic check,Fiber optic
C0731,One year,62.67,2076.48,Electronic check,DSL
C2377,Month-to-month,118.44,56.18,Electronic check,DSL
C2698,Two year,66.16,2231.98,Credit card,DSL
C1207,One year,68.52,1545.79,Credit card,None
C2504,Month-to-month,27.48,31.64,Credit card,Fiber optic
C0775,Two year,86.59,,Electronic check,DSL
C3501,Month-to-month,123.0,4708.37,Electronic check,None
C2748,Month-to-month,52.08,2906.13,Electronic check,DSL
C3761,Month-to-month,63.26,319.4,Mailed check,Fiber optic
C5455,One year,84.7,1423.74,Electronic check,Fiber optic
C2715,Month-to-month,30.25,,Electronic check,Fiber optic
C4971,One year,124.53,2226.73,Electronic check,DSL
C2134,Month-to-month,71.44,4795.27,Electronic check,Fiber optic
C4165,Month-to-month,32.66,805.14,Credit card,None
C0802,Two year,56.87,3250.43,Electronic check,DSL
C4486,Month-to-month,61.12,1723.14,Credit card,DSL
C3194,Month-to-month,57.99,406.47,Mailed check,None
C2873,Month-to-month,96.25,2790.38,Credit card,
C2464,One year,58.01,2261.57,Electronic check,DSL
C1788,One year,55.62,964.84,Electronic check,DSL
C5307,Two year,55.43,2607.35,Credit card,DSL
C0453,Month-to-month,105.56,,Mailed check,Fiber optic
C4880,Month-to-month,53.92,2341.04,Credit card,DSL
C2723,One year,21.54,850.91,Electronic check,DSL
C5416,One year,60.21,9.4,Electronic check,
C5038,One year,50.61,,Bank transfer,Fiber optic
C0289,One year,119.99,5281.64,Electronic check,DSL
C3827,Month-to-month,72.57,2451.61,Electronic check,DSL
C2241,Month-to-month,45.8,533.96,Bank transfer,None
C5006,One year,127.97,55.54,Bank transfer,None
C2905,Month-to-month,47.14,3682.51,Electronic check,None
C3736,Month-to-month,103.93,1979.05,Electronic check,None
C5081,Month-to-month,91.45,1243.92,Electronic check,Fiber optic
C5197,Month-to-month,70.85,3788.1,Electronic check,DSL
C4565,One year,64.64,2179.2,Credit card,None
C2622,Month-to-month,115.96,3905.46,Credit card,Fiber optic
C2991,One year,72.26,550.83,Electronic check,Fiber optic
C1309,Month-to-month,61.29,3657.33,Credit card,Fiber optic
C4844,One year,58.97,588.93,Electronic check,Fiber optic
C0915,One year,50.35,4407.13,Credit card,Fiber optic
C4340,One year,64.99,2884.45,Electronic check,Fiber optic
C2472,Month-to-month,33.19,2505.71,Electronic check,DSL
C4262,Month-to-month,27.16,224.71,Electronic check,Fiber optic
C3649,Month-to-month,79.56,4593.66,Electronic check,Fiber optic
C1420,Month-to-month,69.97,4734.11,Electronic check,None
C2246,Month-to-month,39.07,791.38,Credit card,Fiber optic
C4854,One year,31.75,834.87,Electronic check,None
C3395,Two year,35.76,1167.24,Bank transfer,DSL
C0222,Month-to-month,54.68,,Credit card,None
C1917,Month-to-month,69.66,4964.12,Credit card,DSL
C0099,Two year,41.27,1276.97,Electronic check,Fiber optic
C5030,One year,103.12,6094.31,Electronic check,DSL
C2915,Month-to-month,41.27,1040.64,Mailed check,DSL
C1777,Two year,33.65,1424.22,Bank transfer,DSL
C0341,One year,129.4,3532.85,Credit card,
C2187,One year,69.25,192.25,Electronic check,Fiber optic
C2497,One year,38.7,3050.41,Electronic check,None
C0776,Month-to-month,118.4,3058.11,Bank transfer,Fiber optic
C0720,Month-to-month,45.42,3067.02,Electronic check,Fiber optic
C2016,Month-to-month,121.81,5721.11,Credit card,Fiber optic
C0769,Month-to-month,33.09,300.97,Credit card,DSL
C3041,Month-to-month,112.6,4904.38,Credit card,Fiber optic
C1612,Month-to-month,40.27,375.11,Bank transfer,Fiber optic
C2245,Month-to-month,123.22,1022.92,Bank transfer,
C1334,Month-to-month,83.17,335.24,Bank transfer,Fiber optic
C5254,Month-to-month,40.89,2254.43,Credit card,Fiber optic
C3564,One year,112.93,9672.98,Electronic check,Fiber optic
C3907,Month-to-month,62.96,,Credit card,Fiber optic
C3038,Two year,100.61,6781.38,Bank transfer,Fiber optic
C3154,Two year,90.78,,Bank transfer,DSL
C3559,Month-to-month,98.57,882.74,Bank transfer,DSL
C3427,Month-to-month,57.81,3554.62,Electronic check,Fiber optic
C0042,One year,123.27,5562.53,Electronic check,DSL
C3271,Month-to-month,81.58,,Credit card,Fiber optic
C1744,Two year,28.53,,Mailed check,Fiber optic
C3928,One year,27.34,281.44,Bank transfer,Fiber optic
C3611,One year,101.21,248.82,Credit card,DSL
C0701,One year,113.5,565.92,Bank transfer,DSL
C3276,Month-to-month,96.48,3337.84,Mailed check,Fiber optic
C4773,One year,50.52,981.17,Bank transfer,DSL
C4585,Month-to-month,44.85,2393.45,Electronic check,DSL
C5404,Month-to-month,82.2,3669.34,Credit card,DSL
C4795,Month-to-month,41.65,,Credit card,
C2299,One year,61.7,3616.63,Electronic check,DSL
C0693,Two year,89.16,1706.46,Credit card,None
C4999,Month-to-month,51.34,3476.6,Electronic check,DSL
C1488,One year,61.3,3110.32,Credit card,Fiber optic
C4706,Month-to-month,59.66,1820.91,Credit card,Fiber optic
C4285,Month-to-month,70.66,714.69,Electronic check,Fiber optic
C3912,Two year,94.18,1934.62,Credit card,Fiber optic
C5385,Month-to-month,106.06,1432.23,Electronic check,DSL
C2113,Month-to-month,93.16,5162.4,Electronic check,Fiber optic
C1244,Month-to-month,22.88,276.33,Bank transfer,Fiber optic
C3021,Month-to-month,118.65,5546.91,Credit card,Fiber optic
C2525,Month-to-month,83.93,467.25,Electronic check,None
C2524,Month-to-month,121.23,1845.99,Bank transfer,DSL
C3776,Month-to-month,126.03,105.74,Credit card,Fiber optic
C1993,Month-to-month,71.46,1161.4,Credit card,Fiber optic
C4306,One year,120.8,4085.98,Bank transfer,Fiber optic
C2104,Two year,60.19,1155.59,Mailed check,DSL
C0839,Month-to-month,48.64,3748.79,Bank transfer,DSL
C4478,Month-to-month,28.1,1770.15,Credit card,None
C1107,Month-to-month,69.7,2978.75,Bank transfer,DSL
C4796,Month-to-month,95.76,2965.7,Credit card,DSL
C3905,Two year,127.45,5827.49,Bank transfer,DSL
C0577,One year,77.34,4777.8,Electronic check,Fiber optic
C2590,Month-to-month,100.79,5530.54,Electronic check,Fiber optic
C3216,Month-to-month,118.58,6367.09,Credit card,Fiber optic
C0197,Month-to-month,79.75,3258.68,Electronic check,Fiber optic
C0102,Two year,38.34,752.47,Bank transfer,Fiber optic
C1740,One year,113.3,82.03,Credit card,Fiber optic
C1847,Month-to-month,83.16,384.08,Credit card,
C4710,Month-to-month,103.44,5038.42,Bank transfer,DSL
C1006,Month-to-month,92.43,220.92,Electronic check,DSL
C3494,Two year,26.71,1753.93,Credit card,Fiber optic
C3480,Month-to-month,38.6,,Electronic check,Fiber optic
C3866,Month-to-month,51.49,1402.98,Mailed check,DSL
C0008,Month-to-month,51.32,891.89,Credit card,DSL
C0876,Month-to-month,112.31,2921.18,Credit card,None
C2401,Month-to-month,85.81,4765.12,Electronic check,Fiber optic
C1416,One year,29.17,1690.82,Electronic check,DSL
C4846,Month-to-month,62.59,3218.56,Credit card,Fiber optic
C4936,Two year,81.2,2641.46,Electronic check,None
C4695,One year,47.67,3088.58,Credit card,
C0984,Month-to-month,24.38,1371.76,Electronic check,Fiber optic
C3365,One year,61.83,4124.29,Credit card,Fiber optic
C2880,Month-to-month,70.73,36.88,Bank transfer,Fiber optic
C0053,Month-to-month,119.52,3650.43,Bank transfer,Fiber optic
C5249,Two year,119.92,1591.8,Credit card,None
C0350,One year,75.04,2522.01,Credit card,DSL
C2409,Month-to-month,71.86,,Credit card,Fiber optic
C1745,Month-to-month,90.46,6744.13,Bank transfer,
C0168,Month-to-month,48.39,1385.31,Electronic check,Fiber optic
C3431,Month-to-month,51.43,1147.05,Credit card,Fiber optic
C2976,Month-to-month,20.28,930.52,Bank transfer,Fiber optic
C2975,Month-to-month,28.6,516.25,Credit card,DSL
C0815,One year,39.64,458.88,Mailed check,Fiber optic
C2703,Two year,90.46,5452.03,Bank transfer,None
C4196,Month-to-month,43.39,500.06,Electronic check,Fiber optic
C1709,Month-to-month,33.65,660.44,Credit card,DSL
C3167,Month-to-month,87.79,3484.54,Electronic check,Fiber optic
C1315,Month-to-month,91.69,5734.42,Electronic check,DSL
C1115,One year,26.56,289.15,Electronic check,DSL
C0794,Two year,105.02,,Electronic check,DSL
C2714,Month-to-month,86.68,4554.48,Credit card,Fiber optic
C5429,Month-to-month,63.68,1865.09,Electronic check,Fiber optic
C4421,Two year,128.15,8228.33,Electronic check,DSL
C3144,One year,21.12,1149.92,Electronic check,None
C2116,Month-to-month,79.93,5357.41,Credit card,Fiber optic
C4940,Month-to-month,37.57,1672.85,Electronic check,None
C0092,Two year,56.23,2482.01,Electronic check,DSL
C0540,Month-to-month,34.65,264.03,Bank transfer,Fiber optic
C4272,Month-to-month,93.5,6569.98,Electronic check,Fiber optic
C1833,Month-to-month,64.17,5150.99,Bank transfer,Fiber optic
C2726,Month-to-month,128.49,,Mailed check,None
C5382,Month-to-month,91.92,1359.52,Credit card,Fiber optic
C4337,One year,120.91,1860.31,Electronic check,Fiber optic
C1156,Month-to-month,46.49,1774.95,Credit card,DSL
C3023,One year,55.07,1482.12,Bank transfer,
C5318,Month-to-month,59.9,2474.33,Credit card,DSL
C4001,Month-to-month,112.24,8598.03,Electronic check,Fiber optic
C0176,One year,43.28,2150.16,Electronic check,Fiber optic
C2837,Two year,124.14,1528.1,Credit card,None
C1109,Two year,24.79,1740.09,Credit card,Fiber optic
C3752,Month-to-month,117.88,2114.02,Bank transfer,DSL
C4948,Month-to-month,69.66,1402.4,Electronic check,None
C5167,One year,77.85,292.53,Credit card,Fiber optic
C4891,One year,129.71,5818.53,Electronic check,Fiber optic
C4733,One year,115.71,5802.46,Electronic check,None
C5018,Two year,119.44,,Credit card,None
C1071,Month-to-month,84.41,5388.93,Electronic check,None
C0858,One year,125.2,,Electronic check,None
C1097,Month-to-month,95.66,,Credit card,DSL
C3819,Two year,110.13,1663.12,Bank transfer,Fiber optic
C5242,One year,99.3,4530.37,Bank transfer,Fiber optic
C2567,Month-to-month,105.9,,Credit card,Fiber optic
C0976,Two year,90.18,,Bank transfer,Fiber optic
C4475,One year,99.9,1806.86,Electronic check,
C1977,One year,67.95,2126.18,Mailed check,DSL
C1636,Two year,97.76,5139.57,Electronic check,Fiber optic
C0072,Month-to-month,50.45,1658.57,Mailed check,Fiber optic
C4242,Two year,89.84,3095.35,Electronic check,Fiber optic
C3015,Month-to-month,77.61,1012.95,Bank transfer,Fiber optic
C4112,Month-to-month,118.84,2235.67,Credit card,Fiber optic
C1376,Month-to-month,94.05,5465.42,Mailed check,None
C3603,Month-to-month,85.63,1666.71,Credit card,Fiber optic
C2496,One year,54.44,3255.16,Electronic check,Fiber optic
C2846,Month-to-month,114.91,399.34,Electronic check,
C3741,Two year,25.96,1825.8,Electronic check,None
C0355,Month-to-month,118.97,2107.19,Electronic check,DSL
C5066,Month-to-month,91.83,75.25,Credit card,Fiber optic
C4191,Two year,40.84,4.73,Mailed check,Fiber optic
C5146,One year,119.33,1448.86,Bank transfer,Fiber optic
C3615,One year,55.9,2735.3,Bank transfer,DSL
C1643,Month-to-month,38.51,1753.62,Bank transfer,None
C1989,One year,55.11,3062.56,Bank transfer,DSL
C3947,Month-to-month,125.72,1357.58,Credit card,DSL
C0892,Two year,102.8,5362.13,Credit card,
C5120,One year,120.85,228.49,Credit card,Fiber optic
C3661,Two year,52.88,3162.04,Credit card,Fiber optic
C1516,One year,29.07,,Mailed check,DSL
C2268,One year,81.9,252.6,Credit card,DSL
C3388,One year,73.13,3180.19,Credit card,DSL
C1456,One year,99.27,,Electronic check,Fiber optic
C3099,Month-to-month,79.69,4015.39,Credit card,None
C3654,Month-to-month,63.61,248.62,Bank transfer,DSL
C3802,Month-to-month,20.52,850.1,Bank transfer,Fiber optic
C3411,One year,71.45,3709.72,Credit card,Fiber optic
C4301,One year,33.27,1771.24,Credit card,Fiber optic
C2439,One year,121.42,9551.91,Credit card,Fiber optic
C0668,Two year,121.39,2655.0,Mailed check,Fiber optic
C4649,Month-to-month,108.4,5672.11,Bank transfer,Fiber optic
C1767,Month-to-month,37.37,763.92,Credit card,None
C5359,Month-to-month,36.22,1997.73,Credit card,Fiber optic
C5036,Month-to-month,81.96,1697.21,Electronic check,None
C4443,Month-to-month,100.02,4808.84,Electronic check,
C3655,Month-to-month,119.5,8660.62,Electronic check,DSL
C1434,One year,118.34,2158.25,Bank transfer,Fiber optic
C2674,Month-to-month,37.09,78.11,Bank transfer,Fiber optic
C2540,Month-to-month,129.5,4193.71,Credit card,None
C0307,Two year,37.25,749.73,Credit card,DSL
C5138,Two year,112.41,2872.78,Electronic check,None
C2392,One year,84.56,2734.05,Credit card,Fiber optic
C1205,Month-to-month,94.61,36.93,Electronic check,Fiber optic
C2875,Two year,86.44,2683.25,Credit card,DSL
C3980,Month-to-month,115.67,2570.17,Credit card,Fiber optic
C1723,Month-to-month,90.08,,Credit card,Fiber optic
C4106,One year,113.35,4017.87,Electronic check,
C2827,Month-to-month,36.98,1241.44,Electronic check,Fiber optic
C3981,Two year,115.34,1201.81,Credit card,DSL
C3505,Two year,129.22,6219.77,Electronic check,Fiber optic
C1325,Month-to-month,92.77,3306.88,Electronic check,DSL
C3336,Month-to-month,127.4,3720.88,Bank transfer,Fiber optic
C3397,Month-to-month,44.19,1122.36,Credit card,
C2274,Two year,111.22,1579.18,Bank transfer,DSL
C4438,Month-to-month,38.6,3246.3,Credit card,Fiber optic
C3592,Month-to-month,76.75,5358.09,Credit card,None
C2426,Month-to-month,93.04,2704.48,Credit card,DSL
C0969,Month-to-month,92.63,4994.02,Electronic check,Fiber optic
C4412,Two year,93.79,2273.47,Credit card,
C0353,Two year,55.3,2029.82,Bank transfer,
C4680,Month-to-month,127.11,321.94,Bank transfer,None
C4672,Month-to-month,20.72,1118.81,Bank transfer,Fiber optic
C4449,Month-to-month,88.31,,Bank transfer,DSL
C2414,One year,115.27,4359.89,Credit card,Fiber optic
C5078,Month-to-month,118.02,8692.13,Electronic check,Fiber optic
C3570,Month-to-month,99.22,1939.74,Credit card,
C1390,Month-to-month,83.23,799.91,Credit card,DSL
C4944,Month-to-month,70.31,4676.67,Electronic check,Fiber optic
C1688,One year,69.45,3060.55,Electronic check,Fiber optic
C3702,Month-to-month,66.76,788.35,Credit card,DSL
C2700,Month-to-month,96.99,4488.76,Electronic check,DSL
C4497,One year,100.43,1715.35,Electronic check,Fiber optic
C3301,One year,76.62,2396.57,Electronic check,Fiber optic
C0692,Month-to-month,101.49,1620.05,Electronic check,DSL
C2070,Month-to-month,78.13,31.43,Electronic check,DSL
C3471,Two year,30.71,820.81,Electronic check,DSL
C3815,Month-to-month,113.68,826.37,Credit card,None
C2648,One year,115.75,44.32,Credit card,DSL
C0202,Month-to-month,49.31,251.64,Electronic check,None
C4830,Month-to-month,106.51,504.6,Bank transfer,Fiber optic
C2320,Month-to-month,76.23,3483.93,Electronic check,Fiber optic
C3976,Month-to-month,33.64,663.55,Bank transfer,None
C4066,Month-to-month,63.78,17.17,Electronic check,Fiber optic
C4456,Two year,28.42,272.6,Electronic check,Fiber optic
C0552,Month-to-month,106.51,8828.51,Mailed check,
C0854,One year,41.59,2251.99,Mailed check,None
C0183,One year,38.08,321.8,Bank transfer,DSL
C0385,Month-to-month,42.94,390.15,Electronic check,Fiber optic
C3444,One year,44.87,2165.55,Bank transfer,None
C0433,One year,94.13,,Mailed check,DSL
C0834,Month-to-month,90.25,4058.7,Electronic check,None
C2293,Month-to-month,34.23,2303.9,Electronic check,Fiber optic
C1058,Two year,99.69,2658.7,Credit card,DSL
C5357,One year,58.4,4042.01,Credit card,DSL
C3572,One year,70.32,3512.59,Electronic check,DSL
C1056,One year,33.73,1064.97,Credit card,
C5153,One year,97.95,2732.24,Credit card,Fiber optic
C2544,Month-to-month,61.38,,Electronic check,None
C5317,Two year,89.53,6169.16,Electronic check,Fiber optic
C4287,One year,66.99,2254.84,Mailed check,Fiber optic
C0827,Two year,25.38,806.13,Credit card,DSL
C3665,Month-to-month,97.38,1879.25,Electronic check,Fiber optic
C4539,Two year,80.78,3474.94,Electronic check,Fiber optic
C2019,One year,67.77,2474.06,Bank transfer,Fiber optic
C0060,One year,42.17,1067.73,Credit card,Fiber optic
C5218,Month-to-month,88.68,4474.74,Electronic check,None
C4011,One year,50.27,2316.6,Electronic check,Fiber optic
C2065,Month-to-month,67.21,23.63,Electronic check,DSL
C3270,One year,26.21,,Mailed check,
C1602,One year,105.44,2815.14,Credit card,DSL
